產品名稱,廠商名稱,遊戲平台,級別,情節,上市日期
鐵拳：黑暗復甦 BEST版,台灣索尼互動娛樂股份有限公司,PSP,護,暴力,2007-08-02
火線危機4,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-11-20
秘境探險：黃金城秘寶,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-11-27
熾焰天使 2：秘密任務,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-11-29
玄天神劍,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-10-02
Lair 龍潭虎穴,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-10-11
Folklore －異魂傳承－,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-09-25
戰鷹,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-09-27
火線獵殺：先進戰士 2,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-08-21
灣岸競速,台灣索尼互動娛樂股份有限公司,PS3,輔12,反社會性,2007-07-26
忍者外傳 Σ,台灣索尼互動娛樂股份有限公司,PS3,輔12,暴力,2007-06-14
巨星是怎樣練成的,Com2uS,手機遊戲,輔12,虛擬戀愛或結婚,2012-12-26
DNF,台灣競舞娛樂有限公司,PC線上,輔12,暴力,2013-03-28
灣岸競速 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,輔12,反社會性,2007-09-27
女神戰記：蕾娜絲 (Ultimate Hits),台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-03-06
極限賽車：正面衝突,台灣索尼互動娛樂股份有限公司,PSP,輔12,反社會性,2008-03-11
Chocolate Tycoon,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-06-24
Chocolate Tycoon Free,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-06-24
強力追擊：終極正義,台灣索尼互動娛樂股份有限公司,PSP,輔12,"暴力,反社會性",2008-02-23
太空戰士 7：緊急核心,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2007-09-13
貝武夫,台灣索尼互動娛樂股份有限公司,PS3,限,暴力,2007-11-29
Bioshock Infinite (生化奇兵 無限之城),Take-Two Asia Pte Ltd,PC單機,限,"暴力,恐怖,菸酒",2013-03-26
Bioshock Infinite (生化奇兵 無限之城),Take-Two Asia Pte Ltd,PS3,限,"暴力,恐怖,菸酒",2013-03-26
Bioshock Infinite (生化奇兵 無限之城),Take-Two Asia Pte Ltd,Xbox360,限,"暴力,恐怖,菸酒",2013-03-26
Dead Head Fred,台灣索尼互動娛樂股份有限公司,PSP,限,恐怖,2008-03-13
無瑕生命 新牧場物語 BEST版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-12-13
第一神拳 攜帶版 勝利之魂,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-12-20
銀河遊俠 1：初次啟航,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-12-27
益智方塊：戰神的挑戰,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-11-01
鋼彈激鬥年代記,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-10-04
NBA 08,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-10-18
美國職棒大聯盟 09,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-03-19
魔界戰記 2 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-03-26
機動戰士鋼彈 戰場之絆 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-03-26
牧場物語 蜜糖村與村民的願望,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-03-19
STRIKERS 1945 PLUS,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-02-01
機動戰士鋼 基連的野望 阿克西斯的威脅V,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-02-12
普利尼～我當主角可以嗎？～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-02-17
北斗之拳 拉歐外傳 天之霸王,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-01-22
勇者實在太囂張 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-01-22
戰鼓啪打碰 2 碰碰齊同樂,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-01-22
時空幻境 世界傳奇 閃耀神話 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2009-01-29
樂克樂克 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-12-04
捉猴啦 猴子愛作戰 BEST 版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-12-17
極致桌遊合集,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-12-17
普利尼～我當主角可以嗎？～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-11-20
機動戰士鋼彈 鋼彈 VS. 鋼彈,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-11-20
戰鼓啪打碰 2 碰碰齊同樂,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-11-27
勇者實在太囂張 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-10-16
魔界戰記 攜帶版 連線對戰開始啦,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-10-01
龍騎士之歌,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-10-01
NBA 09 The Inside,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-10-07
瘋狂水管工,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-09-26
BLEACH 死神 ～炙熱之魂 4～BEST版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-07-03
NAMCO 博物館 戰鬥精選集,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-07-03
鋼彈激鬥宇宙,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-07-17
超級機器人大戰 A 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-06-19
秘密特攻 克拉克,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-06-17
洛克人：威力加強,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-05-01
洛克人：反亂獵人X,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-05-08
BLEACH 死神 ～炙熱之魂 5～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-05-15
大力工頭 ～晚霞木工物語～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-05-15
福特越野房車賽,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-04-01
銀河遊俠 2：二次進化,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-04-02
美國職棒大聯盟 08,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-04-03
幻影戰機：復甦,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2007-11-08
偶像大師 SP：完美之日,台灣索尼互動娛樂股份有限公司,PSP,輔12,虛擬戀愛或結婚,2009-02-19
侍魂 六番勝負,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-12-04
加雷特編年史紅輝的魔石,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-10-13
聖騎士之戰 XX ΛCore Plus,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-07-24
SNK 經典大型電玩作品大集合 Vol.1,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-04-24
天誅 4,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2009-02-12
假面男僕 搖晃大混戰,台灣索尼互動娛樂股份有限公司,PSP,輔15,性,2009-02-26
勇Online,韓商銘信數位娛樂有限公司台灣分公司,PC線上,輔15,"暴力,恐怖,虛擬戀愛或結婚",2007-11-08
聖騎士之戰：末日審判 BEST版,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2008-11-13
侍道 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2008-09-18
SOCOM：美國海豹特遣隊 戰術打擊,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2007-11-29
虹吸戰士：羅根之影,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2007-10-30
全面對抗：復仇時刻,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2009-03-19
戰神：奧林帕斯之鏈,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2008-07-10
戰神：奧林帕斯之鏈,台灣索尼互動娛樂股份有限公司,PSP,限,"暴力,恐怖",2008-04-04
無瑕生命 新牧場物語,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-04-27
富甲天下3,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,2006-11-21
Talkman 歐洲語言版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-05-25
小精靈世界3,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-05-25
混沌時代～伊迪絲的回憶～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-05-25
Korokoro Kollon腦力轉動,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-22
捉猴啦,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-22
全民高爾夫 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-22
實感賽車,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-22
可樂米物語,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-29
我的暑假,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-06-29
樂克樂克,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-06
勇者故事：新的旅人,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-06
RAIN WONDER TRIP,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-06
BLEACH 死神 ～炙熱之魂 3～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-20
攜帶島嶼：掌中渡假村,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-20
國王密令 Addtional 1,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-27
電車向前走 攜帶版 東海道篇,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-07-27
MotoGP,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-08-24
國王密令 Addtional 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-08-24
TAMA-RUN,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-08-24
英靈殿騎士,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-08-31
泡泡龍魔法塔大作戰,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-08-31
領航員學院,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-07
時空幻境 幻想傳奇,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-07
益智逃脫大師,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-07
太鼓之達人 攜帶版 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-07
實感賽車 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-14
一級方程式賽車 06,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-12-28
魚之眼,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-28
英雄傳說 空之軌跡 FC,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-28
七魂 迷宮創造史,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-09-28
機動戰士鋼彈 SEED 連合 VS. Z.A.F.T.,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-04-05
太空戰士紀念版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-04-19
BLEACH 死神 ～炙熱之魂 4～,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-05-24
太空戰士 2 紀念版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-06-07
七龍珠 Z：真武道會 2,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-06-07
網球高手 3,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-06-21
我們的塊魂 BEST版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-06-21
樂克樂克 BEST版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-06-21
美國職棒大聯盟 07,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-05-24
旋轉方塊,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-07-12
SEGA 越野房車賽 Revo,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2007-11-01
富甲天下4,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,2006-01-25
鐵拳：黑暗復甦,台灣索尼互動娛樂股份有限公司,PSP,護,暴力,2006-07-06
真名法典 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2006-05-25
天地之門,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2006-06-22
星戰傭兵,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2006-08-10
拳手之路 2：真實,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2006-09-28
聖魔戰記 對 渾沌世代,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2006-10-26
太空戰士戰略版：獅子戰爭,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2007-05-10
天地之門2：武雙傳,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2007-06-21
偶像大師 SP：驚奇之星,台灣索尼互動娛樂股份有限公司,PSP,輔12,虛擬戀愛或結婚,2009-02-19
偶像大師 SP：思念之月,台灣索尼互動娛樂股份有限公司,PSP,輔12,虛擬戀愛或結婚,2009-02-19
正義戰警：清算,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2006-05-25
PSP 精選集 天誅 忍大全,台灣索尼互動娛樂股份有限公司,PSP,限,暴力,2006-06-08
戰鼓啪打碰 BEST版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-09-25
DQ &amp; FF 角色大集合之人生街道 攜帶版,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2006-05-25
DQ &amp; FF 角色大集合之人生街道,台灣索尼互動娛樂股份有限公司,PSP,普,未涉及任何情節,2008-03-06
The Garbager,Org.Com,手機遊戲,普,未涉及任何情節,2012-10-16
任天狗狗 + 貓貓 柴犬與新伙伴們,NINTENDO (HONG KONG) LIMITED,N3DS,普,未涉及任何情節,2013-01-11
任天狗狗 + 貓貓 法國鬥牛犬與新伙伴們,NINTENDO (HONG KONG) LIMITED,N3DS,普,未涉及任何情節,2013-01-11
任天狗狗 + 貓貓 玩具貴賓犬與新伙伴們,NINTENDO (HONG KONG) LIMITED,N3DS,普,未涉及任何情節,2013-01-11
A 列車9達人版850版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,2013-01-21
北歐女神 2,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-06-22
超級七龍珠 Z,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-06-29
太鼓之達人 裝滿樂趣第七代,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-12-14
火影忍者 木葉之魂,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-11-16
時空幻境 命運傳奇,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-11-30
聖劍傳說 4,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-12-21
聖鬥士星矢：冥王十二宮篇,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-02-01
全民網球,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-09-14
創世紀傳說 // G.U. Vol.2 思君之聲,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-09-28
創世紀傳說 // G.U. Vol.1 再誕,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-05-18
跑車浪漫旅 4 BEST版,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-07-06
捉猴啦百萬猴軍勁爆大出擊,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-08-03
戰鬥競技場 D.O.N,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-07-20
超級大城市2012-590版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,2012-12-11
勇者鬥惡龍 少年楊格斯與不可思議的迷宮,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-04-20
七龍珠 Z Sparking! NEO,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-10-05
A 列車9-平裝版599版,光譜資訊股份有限公司,PC單機,普,未涉及任何情節,2012-11-14
機動戰士鋼彈SEED DESTINY 聯合 V.S 札夫特 II PLUS,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-12-07
好奇的喬治猴,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-05-25
召喚夜想曲 4,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-11-30
富甲天下5,光譜資訊股份有限公司,PC單機,護,未涉及任何情節,2008-01-25
明星英雄大亂鬥,光譜資訊股份有限公司,PC單機,護,暴力,2013-01-19
Hello Kitty咖啡廳!,Sanrio Digital Europe SPRL,手機遊戲,護,未涉及任何情節,2012-08-18
拳皇' 94 - 98 大蛇編合集,台灣索尼互動娛樂股份有限公司,PSP,輔12,暴力,2008-11-04
艾諾迪亞 4 PLUS,Com2uS,手機遊戲,輔12,"暴力,不當言語",2012-04-26
猴子也瘋狂,Com2uS,手機遊戲,輔12,暴力,2012-06-21
迷你農場,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-08-11
越南大戰 6,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-06-29
魔法莊園,Com2uS,手機遊戲,輔12,未涉及任何情節,2012-03-13
悟空蹦蹦蹦 Lite,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-10-12
動感超人 PLUS,Com2uS,手機遊戲,輔12,暴力,2012-08-16
迷你遊戲樂園,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-08-25
迷你遊戲樂園:免費版,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-08-25
馬兒快跑,Com2uS,手機遊戲,輔12,未涉及任何情節,2011-12-08
狂野歷險 the Vth Vanguard,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-12-14
動感超人,Com2uS,手機遊戲,輔12,暴力,2012-08-16
女神異聞錄 3,台灣索尼互動娛樂股份有限公司,PS2,輔12,恐怖,2006-07-13
拳皇：極限衝擊 2,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-04-27
神劍闖江湖 炎上！京都輪迴,台灣索尼互動娛樂股份有限公司,PS2,輔12,"暴力,恐怖",2006-09-14
拳皇XI,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-06-22
TAITO 懷念作品集 上卷,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-07-06
神業－KAMIWAZA－,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-08-31
JOJO的奇妙冒險 幻影之血,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-10-26
SNK精選集 拳皇 NEOWAVE,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-11-22
太空戰士大亂鬥,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2008-12-18
喧嘩番長 3 ～稱霸全國～,台灣索尼互動娛樂股份有限公司,PSP,輔15,暴力,2008-11-27
異域傳說 三部曲 查拉圖斯特拉如是說,台灣索尼互動娛樂股份有限公司,PS2,輔15,性,2006-07-06
心靈殺手690版,光譜資訊股份有限公司,PC單機,輔15,"暴力,恐怖",2012-05-01
新牧場物語：PURE 無瑕生命,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-03-29
光明騎士 5 世代傳承,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-08-03
熱愛射擊TRIZEAL,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-04-20
K-1 WORLD MAX 2005 ～邁向世界王者之路～,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-04-06
渾沌大戰,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-09-21
SNK精選集 閃耀之星妖精物語-La Petite Princesse-,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-11-22
假面騎士 KABUTO,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-11-30
魂之搖籃 侵蝕世界者,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-02-15
加菲貓拯救愛琳,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-04-27
SIMPLE 2000 系列 Vol.106 THE 打磚塊龍之國,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-09-14
永恆大陸研究史,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-10-12
SIMPLE 2000 系列 Vol.108 THE  TAXI 2,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2006-10-12
俠盜之心 迷宮探險,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-04-26
魔導書大戰,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-04-12
火影忍者 疾風傳 終極覺醒,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-04-05
奧丁領域,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-05-17
TAITO 懷念作品集 下卷,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-03-22
TAITO 懷念作品集 2 上卷,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-01-25
SIMPLE2000 系列 Vol.105 THE 女僕裝與機關槍,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-08-10
SIMPLE2000 系列 Vol.96 THE 海盜,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-04-06
拳皇 大蛇篇,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-04-20
黃金騎士牙狼,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-04-20
龍虎之拳 ～天‧地‧人～,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-05-11
交響詩篇艾蕾卡 7：NEW VISION,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-05-11
宇宙刑事魂,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-05-25
格鬥美神：武龍,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-06-22
拳皇 音巢篇,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-06-27
餓狼傳說BA1,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-07-20
血戰,台灣索尼互動娛樂股份有限公司,PS2,輔12,"暴力,恐怖",2006-08-31
TAITO 懷念作品集 2 下卷,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-09-07
餓狼傳說BA2,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-02-22
SNK 精選集 侍魂 天下一劍客傳,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-01-25
SIMPLE 2000 系列 Vol.107 THE 炎之格鬥番長,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2006-09-14
SNK 精選集 NeoGeo 格鬥競技場,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-01-25
聖魔 對 新紀,台灣索尼互動娛樂股份有限公司,PS2,輔12,"暴力,恐怖",2006-04-20
SIMPLE 2000 系列 Vol.102 THE 戰場之犬,台灣索尼互動娛樂股份有限公司,PS2,輔12,"暴力,恐怖",2006-08-03
女神異聞錄 3 FES,台灣索尼互動娛樂股份有限公司,PS2,輔12,恐怖,2007-04-19
拳皇 極限衝擊2 (SNK精選集),台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-05-24
越南大戰完全版,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-05-31
光明騎士 6 動盪世界,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
風雲超級連擊,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
龍虎之拳～天‧地‧人～（連線精選集）,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
拳皇 大蛇篇（連線精選集）,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
幕末浪漫 月華劍士1‧2（連線精選集）,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
餓狼傳說：群狼之證（連線精選集）,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-21
超級機器人大戰 OG,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-28
越南大戰3D,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-28
拳皇XI （連線精選集）,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-06-28
拳皇 極限衝擊 規格”Ａ”,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-07-26
太空戰士 XII 國際版 黃道職業系統,台灣索尼互動娛樂股份有限公司,PS2,輔12,暴力,2007-08-09
發明工坊 2,台灣索尼互動娛樂股份有限公司,PS2,輔15,性,2006-02-22
餓狼傳,台灣索尼互動娛樂股份有限公司,PS2,輔15,暴力,2007-03-15
SIMPLE 2000 系列 Vol.108 THE 日本特殊部隊 ～日本列島 24 小時犯罪～,台灣索尼互動娛樂股份有限公司,PS2,輔15,暴力,2006-09-14
波斯王子 3：雙刃王座,台灣索尼互動娛樂股份有限公司,PS2,限,暴力,2006-06-15
性感女劍士 2,台灣索尼互動娛樂股份有限公司,PS2,限,"暴力,恐怖",2006-06-29
CTSF反恐特殊部隊,台灣索尼互動娛樂股份有限公司,PS2,限,暴力,2006-06-29
七龍珠 Z Sparking! METEOR,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-10-04
SD 鋼彈 G 世代 戰魂,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-11-29
聖魔基因,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-12-13
火影忍者 疾風傳 終極覺醒 2,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-12-20
時空幻境 命運傳奇 導演版,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2007-01-31
鋼彈無雙 Special,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2008-02-28
捉猴啦 3 BEST版,台灣索尼互動娛樂股份有限公司,PS2,普,未涉及任何情節,2008-04-24
