國際普通名稱,普通名稱,作物類別,容許量ppm,備註
"Flubendiamide","氟大滅","蘋果","1","殺蟲劑"
"Flubendiamide","氟大滅","櫻桃","1","殺蟲劑"
"Flucythrinate","護賽寧","小葉菜類","1","殺蟲劑"
"Flucythrinate","護賽寧","包葉菜類","1","殺蟲劑"
"Flucythrinate","護賽寧","瓜菜類","1","殺蟲劑"
"Flucythrinate","護賽寧","米類","0.1","殺蟲劑"
"Flucythrinate","護賽寧","豆菜類","1","殺蟲劑"
"Flucythrinate","護賽寧","果菜類","1","殺蟲劑"
"Flucythrinate","護賽寧","柑桔類","1","殺蟲劑"
"Flucythrinate","護賽寧","風茹草","10","殺蟲劑"
"Flucythrinate","護賽寧","核果類","1","殺蟲劑"
"Flucythrinate","護賽寧","根莖菜類","0.5","殺蟲劑"
"Flucythrinate","護賽寧","茶類","10","殺蟲劑"
"Flucythrinate","護賽寧","菊花","0.5","殺蟲劑"
"Fludioxonil","護汰寧","扁豆","0.3","殺菌劑"
"Fludioxonil","護汰寧","枸杞","1","殺菌劑"
"Fludioxonil","護汰寧","枸杞葉","2.5","殺菌劑"
"Fludioxonil","護汰寧","柿","1","殺菌劑"
"Fludioxonil","護汰寧","柑桔","7","殺菌劑"
"Fludioxonil","護汰寧","洋蔥","1","殺菌劑"
"Fludioxonil","護汰寧","紅毛丹","1","殺菌劑"
"Fludioxonil","護汰寧","胡瓜","0.3","殺菌劑"
"Fludioxonil","護汰寧","胡蘿蔔","0.7","殺菌劑"
"Fludioxonil","護汰寧","茄子","1","殺菌劑"
"Fludioxonil","護汰寧","香瓜茄","1","殺菌劑"
"Fludioxonil","護汰寧","香蕉","1","殺菌劑"
"Fludioxonil","護汰寧","夏南瓜","0.3","殺菌劑"
"Fludioxonil","護汰寧","桃","5","殺菌劑"
"Fludioxonil","護汰寧","草莓","2","殺菌劑"
"Fludioxonil","護汰寧","荔枝","2","殺菌劑"
"Fludioxonil","護汰寧","豇豆(鮮)","0.3","殺菌劑"
"Fludioxonil","護汰寧","馬鈴薯","6","殺菌劑"
"Fludioxonil","護汰寧","其他乾豆類(棉籽除外)","0.02","殺菌劑"
"Fludioxonil","護汰寧","梨","5","殺菌劑"
"Fludioxonil","護汰寧","其他梨果類(柿除外)","5","殺菌劑"
"Fludioxonil","護汰寧","甜椒","1","殺菌劑"
"Fludioxonil","護汰寧","野茄","1","殺菌劑"
"Fludioxonil","護汰寧","麥類","0.05","殺菌劑"
"Fludioxonil","護汰寧","棉籽","0.05","殺菌劑"
"Fludioxonil","護汰寧","無花果","1","殺菌劑"
"Fludioxonil","護汰寧","番石榴","1","殺菌劑"
"Fludioxonil","護汰寧","番茄","1","殺菌劑"
"Fludioxonil","護汰寧","露珠莓","5","殺菌劑"
"Fludioxonil","護汰寧","蠶豆(鮮)","0.3","殺菌劑"
"Fludioxonil","護汰寧","鷹嘴豆","0.3","殺菌劑"
"Fludioxonil","護汰寧","其他(蔬果類)*","0.01*","殺菌劑"
"Fludioxonil","護汰寧","其他(穀類)*","0.02*","殺菌劑"
"Fludioxonil","護汰寧","其他(茶類)*","0.06*","殺菌劑"
"Fluensulfone","氟速芬","枸杞","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","茄子","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","香瓜茄","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","甜椒","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","番茄","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","辣椒","0.5","殺線蟲劑"
"Fluensulfone","氟速芬","樹番茄","0.5","殺線蟲劑"
"Flufenoxuron","氟芬隆","瓜果類","0.2","殺蟲劑"
"Flufenoxuron","氟芬隆","油桃","0.5","殺蟲劑"
"Flufenoxuron","氟芬隆","青蔥","1","殺蟲劑"
"Flufenoxuron","氟芬隆","茉莉花","15","殺蟲劑"
"Flufenoxuron","氟芬隆","桃","0.5","殺蟲劑"
"Flufenoxuron","氟芬隆","茶","15","殺蟲劑"
"Flufenoxuron","氟芬隆","高梁","0.5","殺蟲劑"
"Flufenoxuron","氟芬隆","梨","0.5","殺蟲劑"
"Flufenoxuron","氟芬隆","紫蘇","5","殺蟲劑"
"Flufenoxuron","氟芬隆","薑","0.05","殺蟲劑"
"Flufenoxuron","氟芬隆","蘋果","1","殺蟲劑"
"Flufenoxuron","氟芬隆","其他(蔬果類)*","0.01*","殺蟲劑"
"Flufenoxuron","氟芬隆","其他(穀類)*","0.02*","殺蟲劑"
"Fluopicolide","氟比來","洋蔥","0.02","殺菌劑"
"Fluopicolide","氟比來","洛神葵","1","殺菌劑"
"Fluopicolide","氟比來","紅毛丹","2","殺菌劑"
"Fluopicolide","氟比來","紅鳳菜","3","殺菌劑"
"Fluopicolide","氟比來","胡瓜","0.5","殺菌劑"
"Fluopicolide","氟比來","苦瓜","0.5","殺菌劑"
"Fluopicolide","氟比來","茄子","1","殺菌劑"
"Fluopicolide","氟比來","韭菜","3","殺菌劑"
"Fluopicolide","氟比來","韭菜花","3","殺菌劑"
"Fluopicolide","氟比來","韭黃","3","殺菌劑"
"Fluopicolide","氟比來","香瓜","0.5","殺菌劑"
"Fluopicolide","氟比來","香瓜茄","1","殺菌劑"
"Fluopicolide","氟比來","香椿","3","殺菌劑"
"Fluopicolide","氟比來","夏南瓜","0.5","殺菌劑"
"Fluopicolide","氟比來","紅蔥頭","0.02","殺菌劑"
"Fluopicolide","氟比來","茼蒿","3","殺菌劑"
"Fluopicolide","氟比來","草莓","2","殺菌劑"
"Fluopicolide","氟比來","荔枝","2","殺菌劑"
"Fluopicolide","氟比來","隼人瓜","0.5","殺菌劑"
"Fluopicolide","氟比來","馬鈴薯","0.02","殺菌劑"
"Fluopicolide","氟比來","甜椒","1","殺菌劑"
"Fluopicolide","氟比來","甜菜根","0.02","殺菌劑"
"Fluopicolide","氟比來","朝鮮薊","3","殺菌劑"
"Fluopicolide","氟比來","無花果","2","殺菌劑"
"Fluopicolide","氟比來","番石榴","2","殺菌劑"
"Fluopicolide","氟比來","番茄","1","殺菌劑"
"Fluopicolide","氟比來","番荔枝","2","殺菌劑"
"Fluopyram","氟派瑞","百香果","0.8","殺菌劑"
"Fluopyram","氟派瑞","芒果","0.8","殺菌劑"
"Fluopyram","氟派瑞","紅毛丹","0.8","殺菌劑"
"Fluopyram","氟派瑞","落花生","0.03","殺菌劑"
"Fluopyram","氟派瑞","胡瓜","0.5","殺菌劑"
"Fluopyram","氟派瑞","胡蘿蔔","0.4","殺菌劑"
"Fluopyram","氟派瑞","香蕉","0.8","殺菌劑"
"Fluopyram","氟派瑞","桃","0.4","殺菌劑"
"Fluopyram","氟派瑞","草莓","0.4","殺菌劑"
"Fluopyram","氟派瑞","荔枝","0.8","殺菌劑"
"Fluopyram","氟派瑞","馬鈴薯","0.03","殺菌劑"
"Fluopyram","氟派瑞","其他乾豆類(落花生除外)","0.07","殺菌劑"
"Fluopyram","氟派瑞","堅果類","0.04","殺菌劑"
"Fluopyram","氟派瑞","其他梨果類(桃、櫻桃除外)","0.5","殺菌劑"
"Fluopyram","氟派瑞","甜菜根","0.04","殺菌劑"
"Fluopyram","氟派瑞","無花果","2","殺菌劑"
"Fluopyram","氟派瑞","番石榴","2","殺菌劑"
"Fluopyram","氟派瑞","番茄","0.4","殺菌劑"
"Fluopyram","氟派瑞","番荔枝","0.8","殺菌劑"
"Fluopyram","氟派瑞","楊桃","2","殺菌劑"
"Fluopyram","氟派瑞","葡萄","2","殺菌劑"
"Fluopyram","氟派瑞","葡萄(乾)","5","殺菌劑"
"Fluopyram","氟派瑞","酪梨","0.8","殺菌劑"
"Fluopyram","氟派瑞","蓮霧","2","殺菌劑"
"Fluopyram","氟派瑞","龍眼","0.8","殺菌劑"
"Fluopyram","氟派瑞","櫻桃","0.7","殺菌劑"
"Fluoroimide","","蘋果","3","殺菌劑"
"Flupyradifurone","","大豆","0.5","殺蟲劑"
"Flupyradifurone","","落花生","0.04","殺蟲劑"
"Flupyradifurone","","葡萄","3","殺蟲劑"
"Flupyradifurone","","辣椒","1","殺蟲劑"
"Flupyradifurone","","豌豆(鮮)","3","殺蟲劑"
"Flupyradifurone","","豌豆(乾)","2","殺蟲劑"
"Flupyradifurone","","藍莓","4","殺蟲劑"
"Flupyradifurone","","蘋果","0.5","殺蟲劑"
"Flupyradifurone","","蘿蔔","0.1","殺蟲劑"
"Fluroxypyr","氟氯比","柑桔類","1","殺草劑"
"Flusilazole","護矽得","大豆","0.05","殺菌劑"
"Flusilazole","護矽得","小漿果類","0.5","殺菌劑"
"Flusilazole","護矽得","瓜果類","0.5","殺菌劑"
"Flusilazole","護矽得","油菜籽","0.1","殺菌劑"
"Flusilazole","護矽得","香蕉","0.1","殺菌劑"
"Flusilazole","護矽得","梨果類","0.2","殺菌劑"
"Flusilazole","護矽得","甜菜根","0.05","殺菌劑"
"Flusilazole","護矽得","麥類","0.2","殺菌劑"
"Flusilazole","護矽得","奧勒岡草","0.05","殺菌劑"
"Flusilazole","護矽得","葡萄(乾)","0.3","殺菌劑"
"Flusilazole","護矽得","葵花籽","0.1","殺菌劑"
"Flusilazole","護矽得","精製大豆油","0.1","殺菌劑"
"Flusilazole","護矽得","雜糧類","0.2","殺菌劑"
"Flusulfamide","氟硫滅","甘藍","0.05","殺菌劑"
"Flusulfamide","氟硫滅","芥藍","0.05","殺菌劑"
"Flutolanil","福多寧","小葉菜類","2","殺菌劑"
"Flutolanil","福多寧","毛豆","1","殺菌劑"
"Flutolanil","福多寧","米類","1","殺菌劑"
"Flutriafol","護汰芬","咖啡","0.2","殺菌劑"
"Flutriafol","護汰芬","油桃","0.4","殺菌劑"
"Flutriafol","護汰芬","落花生","0.2","殺菌劑"
"Flutriafol","護汰芬","柿","0.4","殺菌劑"
"Flutriafol","護汰芬","香蕉","0.3","殺菌劑"
"Flutriafol","護汰芬","桃","0.4","殺菌劑"
"Flutriafol","護汰芬","茶","3","殺菌劑"
"Flutriafol","護汰芬","梅","0.4","殺菌劑"
"Flutriafol","護汰芬","梨","0.3","殺菌劑"
"Flutriafol","護汰芬","其他梨果類(印度棗、李、油桃、柿、桃、梅、櫻桃除外)","0.3","殺菌劑"
"Flutriafol","護汰芬","甜椒","1","殺菌劑"
"Flutriafol","護汰芬","大豆","0.3","殺菌劑"
"Flutriafol","護汰芬","葡萄","0.2","殺菌劑"
"Flutriafol","護汰芬","葡萄(乾)","2","殺菌劑"
"Flutriafol","護汰芬","蘋果","0.3","殺菌劑"
"Flutriafol","護汰芬","櫻桃","1","殺菌劑"
"Flutriafol","護汰芬","其他(蔬果類)*","0.01*","殺菌劑"
"Flutriafol","護汰芬","其他(穀類)*","0.02*","殺菌劑"
"Flutriafol","護汰芬","其他(茶類)*","0.05*","殺菌劑"
"Fluvalinate","福化利","小葉菜類","0.5","殺蟲劑"
"Fluvalinate","福化利","小漿果類","1","殺蟲劑"
"Fluvalinate","福化利","包葉菜類","0.5","殺蟲劑"
"Fluvalinate","福化利","瓜果類","1","殺蟲劑"
"Fluvalinate","福化利","瓜菜類","0.5","殺蟲劑"
"Fluvalinate","福化利","李","0.3","殺蟲劑"
"Fluvalinate","福化利","豆菜類","0.5","殺蟲劑"
"Fluvalinate","福化利","果菜類","0.5","殺蟲劑"
"Fluvalinate","福化利","油桃","0.1","殺蟲劑"
"Fluxapyroxad","氟克殺","豆薯","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","果菜類","0.6","殺菌劑"
"Fluxapyroxad","氟克殺","油桃","2","殺菌劑"
"Fluxapyroxad","氟克殺","狗尾草根","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","洋蔥","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","美洲胡桃","0.06","殺菌劑"
"Fluxapyroxad","氟克殺","胡蘿蔔","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","香蕉","1","殺菌劑"
"Fluxapyroxad","氟克殺","落花生","0.01","殺菌劑"
"Fluxapyroxad","氟克殺","小扁豆(乾)","0.4","殺菌劑"
"Fluxapyroxad","氟克殺","桃","2","殺菌劑"
"Fluxapyroxad","氟克殺","草莓","2","殺菌劑"
"Fluxapyroxad","氟克殺","馬鈴薯","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","其他乾豆類(大豆、落花生、小扁豆、棉籽、豌豆除外)","0.3","殺菌劑"
"Fluxapyroxad","氟克殺","梅","2","殺菌劑"
"Fluxapyroxad","氟克殺","其他梨果類(李、杏、油桃、桃、梅、櫻桃除外)","0.9","殺菌劑"
"Fluxapyroxad","氟克殺","甜菜根","0.15","殺菌劑"
"Fluxapyroxad","氟克殺","棉籽","0.01","殺菌劑"
"Fluxapyroxad","氟克殺","番茄","0.7","殺菌劑"
"Fluxapyroxad","氟克殺","結球萵苣","2","殺菌劑"
"Fluxapyroxad","氟克殺","黑麥","0.3","殺菌劑"
"Fluxapyroxad","氟克殺","蒜頭","0.03","殺菌劑"
"Fluxapyroxad","氟克殺","辣椒(乾)","6","殺菌劑"
"Fluxapyroxad","氟克殺","豌豆(乾)","0.4","殺菌劑"
"Fluxapyroxad","氟克殺","燕麥","2","殺菌劑"
"Fluxapyroxad","氟克殺","蕪菁","0.03","殺菌劑"
"Formetanate","覆滅蟎","楊桃","0.4","殺蟎劑"
"Formetanate","覆滅蟎","落花生","0.1","殺蟎劑"
"Formetanate","覆滅蟎","葡萄","0.4","殺蟎劑"
"Formetanate","覆滅蟎","碧玉筍","0.05","殺蟎劑"
"Formetanate","覆滅蟎","綠豆","0.1","殺蟎劑"
"Formetanate","覆滅蟎","蓮子","0.1","殺蟎劑"
"Formetanate","覆滅蟎","蓮花","2","殺蟎劑"
"Formetanate","覆滅蟎","蓮藕","0.05","殺蟎劑"
"Formetanate","覆滅蟎","蓮霧","0.4","殺蟎劑"
"Formetanate","覆滅蟎","曇花","2","殺蟎劑"
"Formetanate","覆滅蟎","樹豆(乾)","0.1","殺蟎劑"
"Formetanate","覆滅蟎","蘋果","0.5","殺蟎劑"
"Formetanate","覆滅蟎","蘭花","2","殺蟎劑"
"Fosetyl-Al","福賽得","大漿果類","20","殺菌劑"
"Fosetyl-Al","福賽得","其他小漿果類(草莓除外)","20","殺菌劑"
"Fosetyl-Al","福賽得","不結球萵苣","75","殺菌劑"
"Fosetyl-Al","福賽得","半結球萵苣","75","殺菌劑"
"Fosetyl-Al","福賽得","瓜果類","15","殺菌劑"
"Fosetyl-Al","福賽得","瓜菜類","15","殺菌劑"
"Fosetyl-Al","福賽得","其他小葉菜類(不結球萵苣、半結球萵苣及蕹菜除外)","20","殺菌劑"
"Fosetyl-Al","福賽得","柑桔類","10","殺菌劑"
"Fosetyl-Al","福賽得","荔枝","5","殺菌劑"
"Fosetyl-Al","福賽得","草莓","75","殺菌劑"
"Fosetyl-Al","福賽得","啤酒花","30","殺菌劑"
"Fosetyl-Al","福賽得","梨","10","殺菌劑"
"Fosetyl-Al","福賽得","球莖甘藍","60","殺菌劑"
"Fosetyl-Al","福賽得","無頭甘藍","60","殺菌劑"
"Glufosinate-ammonium","固殺草","咖啡豆","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","油菜籽","1.5","殺草劑"
"Glufosinate-ammonium","固殺草","金針","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","青蔥","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","扁蒲","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","枸杞","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","枸杞葉","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","柑桔類","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","洋香瓜","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","洋蔥","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","胡瓜","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","胡蘿蔔","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","苦瓜","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","茄子","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","香瓜茄","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","荔枝","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","馬鈴薯","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","堅果類","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","柿","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","梨","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","其他梨果類(柿除外)","0.1","殺草劑"
"Glufosinate-ammonium","固殺草","番茄","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","甜椒","0.05","殺草劑"
"Glufosinate-ammonium","固殺草","絲瓜","0.05","殺草劑"
"Glyphosate","嘉磷塞","豌豆(乾)","5","殺草劑"
"Glyphosate","嘉磷塞","蘆筍","0.5","殺草劑"
"Guazatine","克熱淨","柑桔","5","殺菌劑"
"Halfenprox","合芬寧","木瓜","0.5","殺蟲劑"
"Halfenprox","合芬寧","茶類","5","殺蟲劑"
"Halfenprox","合芬寧","梨","0.5","殺蟎劑"
"Halfenprox","合芬寧","蓮霧","1","殺蟎劑"
"Halfenprox","合芬寧","其他(蔬果類)*","0.01*","殺蟎劑"
"Halfenprox","合芬寧","其他(穀類)*","0.02*","殺蟎劑"
"Halfenprox","合芬寧","其他(茶類)*","0.05*","殺蟎劑"
"Haloxyfop-methyl","甲基合氯氟","包葉菜類","0.1","殺草劑"
"Haloxyfop-methyl","甲基合氯氟","米類","0.1","殺草劑"
"Haloxyfop-methyl","甲基合氯氟","柑桔類","0.1","殺草劑"
"Haloxyfop-methyl","甲基合氯氟","茶類","0.1","殺草劑"
"Haloxyfop-methyl","甲基合氯氟","乾豆類","0.1","殺草劑"
"Heptenophos","飛達松","小漿果類","0.5","殺蟲劑"
"Heptenophos","飛達松","其他(蔬果類)*","0.01*","殺蟲劑"
"Heptenophos","飛達松","其他(穀類)*","0.04*","殺蟲劑"
"Heptenophos","飛達松","其他(茶類)*","0.05*","殺蟲劑"
"Hexaconazole","菲克利","小葉菜類","0.5","殺菌劑"
"Hexaconazole","菲克利","小漿果類","1","殺菌劑"
"Hexaconazole","菲克利","瓜菜類","0.5","殺菌劑"
"Hexaconazole","菲克利","印度棗","0.5","殺菌劑"
"Hexaconazole","菲克利","米類","0.1","殺菌劑"
"Hexaconazole","菲克利","金針","0.1","殺菌劑"
"Hexaconazole","菲克利","核果類","0.5","殺菌劑"
"Hexythiazox","合賽多","梨","1","殺蟎劑"
"Hexythiazox","合賽多","其他梨果類(李、油桃、桃、梨及櫻桃除外)","0.5","殺蟎劑"
"Hexythiazox","合賽多","番茄","0.1","殺蟎劑"
"Hexythiazox","合賽多","葡萄(乾)","1","殺蟎劑"
"Hexythiazox","合賽多","櫻桃","1","殺蟎劑"
"Hexythiazox","合賽多","其他(蔬果類)*","0.01*","殺蟎劑"
"Hexythiazox","合賽多","其他(穀類)*","0.02*","殺蟎劑"
"Hexythiazox","合賽多","其他(茶類)*","0.05*","殺蟎劑"
"Hymexazol","殺紋寧","瓜果類","0.5","殺菌劑"
"Hymexazol","殺紋寧","瓜菜類","0.5","殺菌劑"
"Hymexazol","殺紋寧","米類","1","殺菌劑"
"Imazalil","依滅列","小麥","0.01","殺菌劑"
"Imazalil","依滅列","小黃瓜","0.5","殺菌劑"
"Imazalil","依滅列","小葉菜類","0.5","殺菌劑"
"Imazalil","依滅列","木瓜","1","殺菌劑"
"Imazalil","依滅列","冬瓜","0.5","殺菌劑"
"Imazalil","依滅列","包葉菜類","0.5","殺菌劑"
"Imazalil","依滅列","瓜果類","1","殺菌劑"
"Imazalil","依滅列","南瓜","0.5","殺菌劑"
"Imazalil","依滅列","扁蒲","0.5","殺菌劑"
"Imazalil","依滅列","柑桔類","5","殺菌劑"
"Imazalil","依滅列","柿","2","殺菌劑"
"Imazalil","依滅列","胡瓜","0.5","殺菌劑"
"Imazalil","依滅列","苦瓜","0.5","殺菌劑"
"Imazalil","依滅列","香蕉","2","殺菌劑"
"Imazalil","依滅列","夏南瓜","0.5","殺菌劑"
"Imazalil","依滅列","核果類","1","殺菌劑"
"Imazalil","依滅列","草莓","2","殺菌劑"
"Imidacloprid","益達胺","木瓜","0.5","殺蟲劑"
"Imidacloprid","益達胺","毛豆","3","殺蟲劑"
"Imidacloprid","益達胺","不結球萵苣","3.5","殺蟲劑"
"Imidacloprid","益達胺","火龍果","0.5","殺蟲劑"
"Imidacloprid","益達胺","牛蒡","0.5","殺蟲劑"
"Imidacloprid","益達胺","冬瓜","0.5","殺蟲劑"
"Imidacloprid","益達胺","其他包葉菜類(結球萵苣除外)","1","殺蟲劑"
"Imidacloprid","益達胺","半結球萵苣","3.5","殺蟲劑"
"Imidacloprid","益達胺","可可豆","0.1","殺蟲劑"
"Imidacloprid","益達胺","瓜果類","0.5","殺蟲劑"
"Imidacloprid","益達胺","石榴","1","殺蟲劑"
"Imidacloprid","益達胺","印度棗","0.5","殺蟲劑"
"Imidacloprid","益達胺","百合花","0.5","殺蟲劑"
"Imidacloprid","益達胺","百香果","0.5","殺蟲劑"
"Imidacloprid","益達胺","竹筍","0.5","殺蟲劑"
"Imidacloprid","益達胺","米類","0.2","殺蟲劑"
"Imidacloprid","益達胺","李","0.5","殺蟲劑"
"Imidacloprid","益達胺","杏","0.5","殺蟲劑"
"Imidacloprid","益達胺","芋頭","0.5","殺蟲劑"
"Imidacloprid","益達胺","豆菜類","3","殺蟲劑"
"Imidacloprid","益達胺","豆薯","0.5","殺蟲劑"
"Imidacloprid","益達胺","咖啡豆","1","殺蟲劑"
"Imidacloprid","益達胺","其他果菜類(甜椒除外)","0.5","殺蟲劑"
"Imidacloprid","益達胺","枇杷","0.5","殺蟲劑"
"Imidacloprid","益達胺","油桃","0.5","殺蟲劑"
"Imidacloprid","益達胺","油菜籽","0.05","殺蟲劑"
"Imidacloprid","益達胺","玫瑰(鮮)","0.5","殺蟲劑"
"Imidacloprid","益達胺","啤酒花","10","殺蟲劑"
"Imidacloprid","益達胺","堅果類","0.01","殺蟲劑"
"Imidacloprid","益達胺","梅","0.5","殺蟲劑"
"Imidacloprid","益達胺","隼人瓜","0.5","殺蟲劑"
"Imidacloprid","益達胺","梨","0.5","殺蟲劑"
"Imidacloprid","益達胺","甜椒","1","殺蟲劑"
"Imidacloprid","益達胺","野薑花(鮮)","0.5","殺蟲劑"
"Imidacloprid","益達胺","野薑花(乾)","3","殺蟲劑"
"Imidacloprid","益達胺","麥類","0.05","殺蟲劑"
"Imidacloprid","益達胺","番荔枝","0.5","殺蟲劑"
"Imidacloprid","益達胺","紫蘇(乾)","1","殺蟲劑"
"Imidacloprid","益達胺","結球萵苣","2","殺蟲劑"
"Imidacloprid","益達胺","絞股藍","0.5","殺蟲劑"
"Imidacloprid","益達胺","絲瓜","0.5","殺蟲劑"
"Imidacloprid","益達胺","菊花","3","殺蟲劑"
"Imidacloprid","益達胺","越瓜","0.5","殺蟲劑"
"Imidacloprid","益達胺","大豆","1","殺蟲劑"
"Imidacloprid","益達胺","黑皮波羅門參","0.5","殺蟲劑"
"Imidacloprid","益達胺","葵花籽","0.05","殺蟲劑"
"Imidacloprid","益達胺","酪梨","0.5","殺蟲劑"
"Imidacloprid","益達胺","蒜","0.5","殺蟲劑"
"Imidacloprid","益達胺","蓮子(乾)","0.05","殺蟲劑"
"Imidacloprid","益達胺","蓮花(鮮)","1","殺蟲劑"
"Imidacloprid","益達胺","蓮花(乾)","3","殺蟲劑"
"Imidacloprid","益達胺","蓮藕","0.1","殺蟲劑"
"Imidacloprid","益達胺","蕗蕎","0.5","殺蟲劑"
"Imidacloprid","益達胺","薄荷","1","殺蟲劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","香瓜","0.2","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","香蕉","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","夏南瓜","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","桃","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","草莓","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","荔枝","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","茶","1","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","隼人瓜","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","梅","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","梨","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","無花果","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","番石榴","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","番荔枝","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","絲瓜","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","黃金果","0.1","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","越瓜","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","楊桃","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","葡萄","1","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","酪梨","0.3","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","蓮霧","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","龍眼","0.5","殺菌劑"
"Iminoctadine","克熱淨(醋酸鹽或烷苯磺酸鹽)","蘋果","0.5","殺菌劑"
"Indoxacarb","因得克","十字花科蔬菜(小葉菜類)","2","殺蟲劑"
"Indoxacarb","因得克","蘋果","0.5","殺蟲劑"
"Indoxacarb","因得克","櫻桃","0.5","殺蟲劑"
"Indoxacarb","因得克","其他(蔬果類)*","0.01*","殺蟲劑"
"Indoxacarb","因得克","其他(穀類)*","0.01*","殺蟲劑"
"Indoxacarb","因得克","其他(茶類)*","0.01*","殺蟲劑"
"Iprobenfos","丙基喜樂松","米類","0.2","殺菌劑"
"Iprobenfos","丙基喜樂松","其他(蔬果類)*","0.01*","殺菌劑"
"Iprobenfos","丙基喜樂松","其他(穀類)*","0.02*","殺菌劑"
"Iprobenfos","丙基喜樂松","其他(茶類)*","0.05*","殺菌劑"
"Iprodione","依普同","大麥","2","殺菌劑"
"Iprodione","依普同","大漿果類","2","殺菌劑"
"Iprodione","依普同","小黃瓜","2","殺菌劑"
"Iprodione","依普同","小葉菜類","7","殺菌劑"
"Iprodione","依普同","小漿果類","5","殺菌劑"
"Iprodione","依普同","木瓜","2","殺菌劑"
"Iprodione","依普同","其他包葉菜類(結球萵苣除外)","7","殺菌劑"
"Iprodione","依普同","米類","1.5","殺菌劑"
"Iprodione","依普同","杏仁","0.2","殺菌劑"
"Iprodione","依普同","芒果","2","殺菌劑"
"Iprodione","依普同","豆菜類","5","殺菌劑"
"Iprodione","依普同","油菜籽","0.5","殺菌劑"
"Iprodione","依普同","枸杞","1","殺菌劑"
"Iprodione","依普同","胡瓜","2","殺菌劑"
"Iprodione","依普同","茄子","1","殺菌劑"
"Iprodione","依普同","香瓜茄","1","殺菌劑"
"Iprodione","依普同","香辛植物(根莖)","0.1","殺菌劑"
"Iprodione","依普同","香辛植物(種子)","0.05","殺菌劑"
