燈號,標題名稱,內容,附檔,更新日期
"綠燈","據加拿大衛生部於1月30日發布警訊及日本於2月3日發布警訊，呼籲民眾不要購買或服食名為「Tonik Warisan Banjar」、「紐仕康脂肪燃燒彈 (SUPER BURNING SLIM　脂肪燃燒彈)」等產品乙事。","事件過程:◎加拿大衛生部於1月30日發布警訊指稱，名為「Tonik Warisan Banjar」之產品，經檢出含「Dexamethasone」西藥之成分；名為「Zhixhue Capsules」之產品會引發肝功能障礙，確切造成原因尚不明。另，日本於2月3日發布警訊指稱，名為「紐仕康脂肪燃燒彈(SUPER BURNING SLIM　脂肪燃燒彈)」之產品，經檢出含「Sibutramine」及「Phenolphthalein」西藥之成分。◎「Dexamethasone」屬類固醇，長期服用可能引致不規則心跳、血壓上昇、及胃潰瘍等；「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Sibutramine」，其副作用包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-02-06"
"綠燈","據日本於2月13日發布警訊，呼籲民眾不要購買或服食名為「性欲王」產品乙事","事件過程:◎日本於2月13日發布警訊指稱，名為「性欲王」之產品，經檢出含「Sildenafil」及「Glibenclamide」等西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Glibenclamide」是用作降血糖的藥物，不正當使用可對健康構成嚴重影響；「Sildenafil」 的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於性功能障礙或糖尿病之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-02-18"
"綠燈","據中國食品安全信息中心於2月12日發布警訊，呼籲民眾不要購買或服食名為「新維亭」、「維亭纖體魔芋晶」及「秀姿減肥膠囊」等產品乙事","事件過程:◎中國食品安全信息中心於2月12日發布警訊指稱，上海食品藥品監管部門公佈，名為「新維亭」、「維亭纖體魔芋晶」（湖南泰爾制藥股份有限公司所生產）及「秀姿減肥膠囊」（南昌川奇保健品有限公司所生產）之保健食品，經檢出含「Sibutramine」西藥之成分。，因此呼籲民眾千萬不要購買或者服用。◎「Sibutramine」其副作用，包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-02-24"
"綠燈","據加拿大衛生部2月25日發布警訊發布警訊，呼籲民眾不要購買或服食名為「Menergy M-Essence」及「Lami」等產品乙事","事件過程:◎加拿大衛生部於2月25日發布警訊指稱，名為「Menergy M-Essence」之產品，經檢出含「acetildenafil 」及「 acetilacid」（為Sildenafil類似物）等西藥之成分；另，名為「Lami」之產品，經檢出含「Sibutramine」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Sildenafil」的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平；「Sibutramine」其副作用，包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於性功能障礙、肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-03"
"綠燈","據香港衛生署於2月25日發布新聞，呼籲民眾不要購買或服食名為「益智仁膠囊」產品乙事","事件過程:◎香港衛生署於2月25日發布新聞指稱，名為「益智仁膠囊」之產品，經檢出含「Glibenclamide」西藥之成分，因此呼籲民 眾千萬不要購買或者服用。◎「Glibenclamide」 是用作降血糖的藥物，不當使用將對健康造成嚴重影響。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於糖尿病之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-03"
"綠燈","據加拿大衛生部於3月5日發布警訊，呼籲民眾不要購買或服食名為「Huiji Yin Chiao Chieh Tu Pien」及「Best-life Fat Burning Capsules」等產品乙事。","事件過程:◎加拿大衛生部於3月5日發布警訊指稱，名為「Huiji Yin Chiao Chieh Tu Pien」之產品，經檢出含「Paracetamol 」及 「Chlorpheniramine」等西藥之成分；另，名為「Best-life Fat Burning Capsules」之產品，經檢出含「Sibutramine」及「Phenolphthalein」等西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Paracetamol」屬解熱鎮痛劑，長期高劑量服用可能引致肝傷害；「Chlorpheniramine」屬抗組織胺劑，其副作用包括嗜睡、頭暈及視覺模糊等；「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Sibutramine」其副作用，包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-10"
"綠燈","據日本於3月17日發布警訊及香港衛生署於3月17日發布新聞，呼籲民眾不要購買或服食名為「黑蟻雄精膠囊」、「Cialis-2」、「巨人倍增枸杞膠囊」、「壯陽回春王延時膠囊」、「第五代一粒神生精膠囊」、「東方神龍生精膠囊」、「PRIDE IMPACT」及「中國神方」等產品乙事。","事件過程:◎日本於3月17日發布警訊指稱，名為「黑蟻雄精膠囊」、「Cialis-2」、「巨人倍增枸杞膠囊」、「壯陽回春王延時膠囊」、「第五代一粒神生精膠囊」、「東方神龍生精膠囊」、「PRIDE IMPACT」等產品，經檢出含「Sildenafil」西藥之成分；另，香港衛生署於3月17日發布新聞指稱，名為「中國神方」之產品，經檢出含「Hydroxyacetildenafil」（為Sildenafil類似物）西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Sildenafil」的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，須由醫師處方之藥品，非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-25"
"綠燈","據美國食品暨藥物管理局（FDA）於3月11日發布回收警訊及英國衛生部門（MHRA）於3月20日發布警訊，呼籲民眾不要購買或服食名為「Zencore Plus」及「Fortodol」等產品乙事。","事件過程:◎美國食品暨藥物管理局（FDA）於3月11日發布回收警訊指稱，名為「Zencore Plus」之產品，經檢出含「Benzamidenafil」之成分；另，英國衛生部門（MHRA）於3月20日發布警訊指稱，名為「Fortodol」之產品，經檢出含 「Nimesulide」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Benzamidenafil」（其藥理性質類似Sildenafil、Tadalafil、Vardenafil）」，其可能引致的副作用，包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平；「Nimesulide」是用作急性疼痛之緩解，因有導致肝損傷之虞。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-25"
"綠燈","據臺北市政府衛生局日前針對市面上疑涉宣稱誇大療效之產品進行抽驗，呼籲民眾不要購買或服食名為「One day one簡單膠囊食品」、「速羚膠囊狀食品」、「Maca猛戈膠囊」等產品乙事。","事件過程:◎為全面打擊黑心不法產品，臺北市政府衛生局日前針對市面上疑涉宣稱誇大療效之產品進行抽驗，其中查獲新○國際事業有限公司之「One day one簡單膠囊食品」及介○生物科技有限公司販售之「速羚膠囊狀食品」，經檢出皆含有「Sibutramine 」(諾美婷)成分，另，紳○實業有限公司之「Maca猛戈膠囊」產品檢出威而鋼(Sildenafil citrate)及犀利士(Tadalafil)成分，因此呼籲民眾千萬不要購買或者服用。◎「Sibutramine」其副作用，包括服用後可能會引起血壓上升及心跳加速等；「Sildenafil」及「Tadalafil」的副作用，包括降低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險之水平。◎衛生署重申，依藥事法第八十二條，製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新台幣一千萬元以下罰金；因而致人於死者，處無期徒刑或十年以上有期徒刑；致重傷者，處七年以上有期徒刑。同法第八十三條，明知偽藥或禁藥者而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新台幣五百萬元以下罰金；因而致人於死者，處七年以上有期徒刑；致重傷者，處三年以上十二年以下有期徒刑。◎衛生署強烈譴責利慾薰心業者，為牟利而罔顧大眾安全健康，除持續加強抽驗市售宣稱療效產品，並已指示各縣市衛生局加速查緝及移送時效外，並商請法務部及警政署協助追溯上游西藥原料供應者，並呼籲消費者勿購買及使用該等產品。◎衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-03-30"
"綠燈","據香港衛生署於98年3月26日發布新聞及日本於3月26日發布警訊，呼籲民眾不要購買或服食名為「閃電強效瘦」、「威哥王」等產品乙事。","事件過程:◎香港衛生署於98年3月26日發布新聞指稱，名為「閃電強效瘦」之減肥產品，經檢出含「Sibutramine」及「Phenolphthalein」西藥成分。另，日本於3月26日發布警訊指稱，名為「威哥王」之產品，經檢出含「Sildenafil」及「Tadalafil」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Phenolphthalein」是用作緩瀉劑，該成分因有動物致癌之報告，但無人體研究報告顯示有致癌性，惟考量目前臨床上有其他可選擇之藥品，衛生署已廢止含該成分之藥品許可證；「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等；「Sildenafil」及「Tadalafil」的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於肥胖或體重過重病人、性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-04-06"
"綠燈","據英國衛生部門（MHRA）於4月7日發布警訊，呼籲民眾不要購買或服食名為「Jia Yi Jian」等產品乙事。","事件過程:◎英國衛生部門（MHRA）於4月7日發布警訊指稱，名為「Jia Yi Jian」之產品，經檢出含「Sibutramine」及「Tadalafil」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等；「Tadalafil」的副作用包括低血壓、頭痛、嘔吐、頭暈及暫時性視力模糊，並可能和某些藥物（例如 nitroglycerin）產生交互作用，令血壓降至危險水平。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於肥胖或體重過重病人、性功能障礙之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-04-09"
"綠燈","據香港衛生署於4月9日發布警訊，呼籲民眾不要購買或服食名為纖美因子（C M Factor）」之減肥產品乙事。","事件過程:◎香港衛生署於4月9日發布警訊指稱，名為「纖美因子（C M Factor）」之減肥產品，經檢出含「Sibutramine」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱：drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-04-14"
"綠燈","據美國食品暨藥物管理局（FDA）於4月20日發布回收警訊，呼籲民眾不要購買或服食名為「ProSlim Plus」、「3 DAYS fit」、「EIGHT FACTOR DIET」等34種膳食補充產品乙事。","事件過程:◎美國食品暨藥物管理局（FDA）於4月20日發布回收警訊指稱，名為「ProSlim Plus」、「3 DAYS fit」、「EIGHT FACTOR DIET」、「24hours Diet」、「Slim 3in1 M-18 ROYAL DIET」、「3X SLIMMING POWER」、「Extrim Plus 24 Hours RE-BURN Formula」、「Slim 3in1 EXTRA SLIM FORMULA」、「Slim 3in1 EXTRA SLIM WAIST FORMULA」、「SLIM EXPRESS 360º C」、「SLIM EXPRESS 4in1」、「ROYAL SLIMMING FORMULA」、「BODY CREATOR」、「Slim Waistline (labeling written in Chinese)」、「BODY SHAPING」、「PERFECT SLIM」、「Perfect Slim 100% Natural Herbal Essence」、「IMELDA Perfect Slim」、「Slim Waist Formula」、「Super Slimming」、「2 DAY DIET」、「Powerful Slim」、「BODY SHAPING」、「SUPER FAT BURNER」、「SLIMMING FORMULA」、「SLIM FAST 2」、「SLIM FAST」、「Slim up」、「7 DAYS DIET」、「Perfect Slim Up」、「JM Fat Reducer」、「SlimBurn」、「21 Double SLIM」、「TRIM PLUS 2」等膳食補充產品，經檢出含「Sibutramine」西藥之成分，因此呼籲民眾千萬不要購買或者服用。◎「Sibutramine」其副作用包括服用後可能會引起血壓上升及心跳加速等。◎衛生署並表示，國內從未核准上述產品，倘有非法販售情形，即屬於藥事法第22條1項2款之禁藥，依同法第82條規定「製造或輸入偽藥或禁藥者，處十年以下有期徒刑，得併科新臺幣一千萬元以下罰金…因過失犯第一項之罪者，處三年以下有期徒刑、拘役或科新臺幣五十萬元以下罰金。」，另依同法第83條規定「明知為偽藥或禁藥，而販賣、供應、調劑、運送、寄藏、牙保、轉讓或意圖販賣而陳列者，處七年以下有期徒刑，得併科新臺幣五百萬元以下罰金…因過失犯第一項之罪者，處二年以下有期徒刑、拘役或科新臺幣三十萬元以下罰金。」◎衛生署已核准用於肥胖或體重過重病人之藥品，均列屬醫師處方藥品，依藥事法第50條規定，醫師處方藥品非經醫師處方，不得調劑供應。衛生署並提醒消費者注意，藥品必須對症及適量使用才能夠治病，否則極有可能產生嚴重不良反應。身體倘有不適或有醫療需求，均應先行就醫，經醫師診斷後開給處方，再將處方箋，交藥師調劑，切勿自行購買處方藥品服用，更不要去購買來源不明藥品，以免發生無法預期之副作用或併發症。◎ 衛生署除加強督導地方衛生機關取締違規之藥品外，亦鼓勵民眾們協助監督檢舉非法藥物，並且設置檢舉不法藥物專用電子信箱： drug@doh.gov.tw及免付費服務電話：0800-625-748，以供民眾檢舉、諮詢使用，希望民眾善加利用。;;處置建議:為維護消費者健康與權益，呼籲消費者，避免購買該產品使用。","","2009-04-28"
