審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"新北市","藥品","1.悠悠香港腳藥粉2.悠悠藥膏3.悠悠香港腳脫那黴外用噴液 1% 4.悠悠立淨黴乳膏5.悠悠香港腳乳膏","尼斯可股份有限公司新莊廠","北衛藥廣字10604008","1060512","1070512","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","藥品","悠悠藥膏","尼斯可股份有限公司新莊廠","北衛藥廣字10604009","1060512","1070512","電影、電視(秒數:5);;網路"
"新北市","藥品","悠悠藥膏","尼斯可股份有限公司新莊廠","北衛藥廣字10604010","1060522","1070522","電影、電視(秒數:10)"
"衛福部","醫療器材","1.必立康血糖/膽固醇雙功能測試儀Multisure GC Blood Glucose and Cholesterol Meter、2.必立康血糖測試片MultiSure GC Blood Glucose Test trip、3.必立康GC膽固醇測試片(未滅菌)MultiSure GC Blood Cholesterol Test Trip(Non-sterile)","五鼎生物技術股份有限公司","衛部器廣字10604019","1060420","1070420","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"衛福部","醫療器材","“凱致”松島電位治療器","凱致保健科技有限公司","衛部器廣字10604018","1060420","1070424","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040295","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040296","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040297","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040295","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040296","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","UNIDESIGN平面型醫用口罩(未滅菌)、UNIDESIGN立體型醫用口罩(兒童用)、UNIDESIGN醫療防護活性碳口罩(未滅菌)等3項產品","迅龍實業有限公司","北市衛器廣字106040297","1060420","1070419","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優歐舒適每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106040360","1060420","1070426","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優歐舒適每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106040361","1060420","1070426","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)、＂西克鎷＂軀幹裝具(未滅菌)等2項產品","陞霖科技股份有限公司","北市衛器廣字106060135","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060136","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060137","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","安摩樂外用液劑","台灣小林藥業股份有限公司","北市衛藥廣字106060138","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","清新安摩樂","台灣小林藥業股份有限公司","北市衛藥廣字106060139","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)、＂西克鎷＂軀幹裝具(未滅菌)等2項產品","陞霖科技股份有限公司","北市衛器廣字106060135","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060136","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060137","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂日絆＂可麗美絆創貼布(滅菌)","台灣日化股份有限公司","北市衛器廣字106060055","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","安摩樂外用液劑","台灣小林藥業股份有限公司","北市衛藥廣字106060138","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","清新安摩樂","台灣小林藥業股份有限公司","北市衛藥廣字106060139","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","雪之元痔瘡軟膏","德佑藥品有限公司","北市衛藥廣字106060095","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","黴膚淨乳膏0.5%","瑩碩生技醫藥股份有限公司","北市衛藥廣字106060132","1060603","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"高雄市","醫療器材","易舒捷胰島素無針注射器","新雅生物科技有限公司","高市衛醫器字10606002","1060604","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂雃博＂減壓氣墊床(未滅菌)","雃博股份有限公司","北衛器廣字10606019","1060619","1070619","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","双美膠原蛋白骨填料-加強型,双美膠原蛋白牙科膜,双美牙科骨填補顆粒","双美生物科技股份有限公司","南市衛醫器廣字1060600003","1060613","1070613","學術性醫療刊物"
"桃園縣","藥品","仙派錠SEMPER TABLETS 25mg","榮民製藥股份有限公司","桃衛藥廣字10606001","1060603","1070603","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","抗痛寧感冒液","三正貿易有限公司","北市衛藥廣字106060008","1060605","1070604","電影、電視"
"臺北市","藥品","1.快維康糖衣錠 2.維達寧膜衣錠 3.擦勞滅抗炎凝膠","佐藤製藥股份有限公司","北市衛藥廣字106060010","1060605","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","曼秀雷敦抗菌痘痘貼","台灣曼秀雷敦股份有限公司","北市衛器廣字106060011","1060605","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060146","1060605","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂西克鎷＂肢體裝具(未滅菌)","陞霖科技股份有限公司","北市衛器廣字106060147","1060605","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106060150","1060605","1070604","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","抗痛寧感冒液","三正貿易有限公司","北市衛藥廣字106060008","1060605","1070604","電影、電視"
"新北市","醫療器材","1.＂寬譜＂遠紅外線治療儀2.＂寬譜＂遠紅外線治療儀3.＂寬譜＂遠紅外線治療儀4.＂寬譜＂遠紅外線治療儀","寬譜醫學科技股份有限公司","北衛器廣字10608017","1060907","1070907","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"桃園縣","藥品","＂諾得＂消炎治痛膜衣錠200毫克＂HC NORITLE＂ PAIN RELIEF F.C.　TABLES 200mg(Ibuprofen)","合誠化學製藥股份有限公司","桃衛藥廣字10608004","1060826","1070826","電影、電視(秒數:70);;電台(秒數:70秒);;網路"
"衛福部","醫療器材","欣瑞血糖測試儀","五鼎生物技術股份有限公司","衛部器廣字10608008","1060815","1070904","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺北市","藥品","貼利康水性藥布","三正貿易有限公司","北市衛藥廣字106080078","1060815","1070814","電影、電視"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080184","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080185","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080186","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","滴可明眼用凝膠劑","武昌貿易有限公司","北市衛藥廣字106080187","1060815","1070814","電影、電視"
"臺北市","醫療器材","＂耶思本＂脊椎裝具(未滅菌)","又強儀器有限公司","北市衛器廣字106080234","1060815","1070814","網路"
"臺北市","醫療器材","盧卡斯胸外按壓系統","博而美國際股份有限公司","北市衛器廣字106080236","1060815","1070814","學術性醫療刊物"
"臺北市","藥品","1、＂基立福＂乾燥抗血友病第八因子注射劑250國際單位 2、＂基立福＂乾燥抗血友病第八因子注射劑500國際單位 3、＂基立福＂乾燥抗血友病第八因子注射劑1000國際單位","台灣綠十字股份有限公司","北市衛藥廣字106080237","1060815","1070814","學術性醫療刊物"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080238","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","貼利康水性藥布","三正貿易有限公司","北市衛藥廣字106080078","1060815","1070814","電影、電視"
"臺北市","醫療器材","＂耶思本＂脊椎裝具(未滅菌)","又強儀器有限公司","北市衛器廣字106080234","1060815","1070814","網路"
"臺北市","醫療器材","盧卡斯胸外按壓系統","博而美國際股份有限公司","北市衛器廣字106080236","1060815","1070814","學術性醫療刊物"
"臺北市","藥品","1、＂基立福＂乾燥抗血友病第八因子注射劑250國際單位 2、＂基立福＂乾燥抗血友病第八因子注射劑500國際單位 3、＂基立福＂乾燥抗血友病第八因子注射劑1000國際單位","台灣綠十字股份有限公司","北市衛藥廣字106080237","1060815","1070814","學術性醫療刊物"
"臺北市","藥品","曼秀雷敦止癢消炎乳膏","台灣曼秀雷敦股份有限公司","北市衛藥廣字106080238","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080184","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080185","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","脂樂克膠囊60毫克","瑩碩生技醫藥股份有限公司","北市衛藥廣字106080186","1060815","1070814","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","滴可明眼用凝膠劑","武昌貿易有限公司","北市衛藥廣字106080187","1060815","1070814","電影、電視"
"臺北市","藥品","若元胃腸錠","大法貿易股份有限公司","北市衛藥廣字106080239","1060815","1070828","電影、電視"
"臺北市","醫療器材","捷膜漱 口腔凝膠(未滅菌)","天義企業股份有限公司","北市衛器廣字106090038","1060815","1070912","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
