機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","百源堂大藥局","臺北市","中山區","長安東路二段四十七之五號一樓","彭祖樞","男","0225630711","Y"
"開業","名祥藥局","臺北市","中山區","龍江路１６６號","朱熏祥","男","0225036265","Y"
"開業","明美藥局","臺北市","中山區","長春路６９號１樓","楊游惠美","女","0225637929","Y"
"開業","順泰藥局","臺北市","中山區","錦州街２６６號１樓","陳文福","男","0225038916","Y"
"開業","貢玄藥局","臺北市","中山區","錦州街２0７號","蔡嫦娥","女","0225637847","Y"
"開業","人人藥局","臺北市","中山區","吉林路二六七號一樓","周正錕","男","02-25630798","Y"
"開業","康仁藥局","臺北市","中山區","北安路516之3號","姚臺華","男","0225323739","Y"
"開業","泰興藥局","臺北市","中山區","新生北路二段６２巷３２號","黃守賢","男","0225371586","N"
"開業","阿里藥局","臺北市","中山區","錦州街２５１號１樓","劉美惠","","0225020638","Y"
"開業","嘉恩藥局","臺北市","中山區","錦州街321號","陳姿吟","女","25181418","Y"
"開業","麗亞藥局","臺北市","中山區","雙城街32號","蔡美娟","女","25981065","N"
"開業","元宏藥局","臺北市","中山區","北安路458巷41弄49號","黃宣溥","男","","Y"
"開業","大直永安藥局","臺北市","中山區","北安路567之2號","余瑞峰","男","02-25332125、0932959455","Y"
"開業","農安藥局","臺北市","中山區","農安街18之1號","劉思伶","女","02-25959293",""
"開業","民生興安藥局","臺北市","中山區","民生東路3段90之1號","蔡嘉宏","男","25018310","Y"
"開業","明信藥局","臺北市","中山區","民生西路６６巷３號","紀明信","男","0225713285","N"
"開業","能康藥局","臺北市","中山區","長春路４６號","蔡海清","男","0225429426","Y"
"開業","仁?藥局","臺北市","中山區","合江街１２０號","陳重全","男","0225179448","N"
"開業","逸帆藥局","臺北市","中山區","錦州街189號","謝麗君","","0955928458","Y"
"開業","正傑健保藥局","臺北市","中山區","長安東路二段181號","蔡正彥","男","0958056616","Y"
"開業","晴光藥局","臺北市","中山區","農安街23之2號","謝宗翰","男","25951393","Y"
"開業","德惠藥局","臺北市","中山區","德惠街122號","葉益宏","男","25971131、0925859057","Y"
"開業","興康源藥局","臺北市","中山區","中山北路1段140巷8號","呂緞","女","25311248","Y"
"開業","康林藥局","臺北市","中山區","興安街105號","蕭宏安","男","25171867","Y"
"開業","富宥康藥局","臺北市","中山區","北安路608巷5弄22號","汪政毅","男","02-25324769","Y"
"開業","康健連鎖藥局","臺北市","中山區","民生西路3巷2之3號","林麗貞","女","","Y"
"開業","錦州春天生活藥局","臺北市","中山區","錦州街213號、213號2樓","林聖哲","男","02-25213586","Y"
"開業","長安藥局","臺北市","中山區","長安東路二段171-3號","楊閔淑","女","02-27772740","Y"
"開業","杏一龍錦藥局","臺北市","中山區","龍江路264號","黃?閎","男","02-25174618","Y"
"開業","大直健康藥局","臺北市","中山區","北安路591號","鄭佳琳","女","02-25323310","Y"
"開業","娸淇藥局","臺北市","中山區","伊通街95號","李宜真","","25082762","Y"
"開業","仁一藥局","臺北市","中山區","林森北路520號","吳松憲","男","02-25711742","Y"
"開業","金生藥局","臺北市","中山區","長安東路2段167之1號","蘇輝鴻","男","27312302","Y"
"開業","得康藥局","臺北市","中山區","林森北路405號","廖鈞德","男","095515035、25814889","Y"
"開業","永直藥局","臺北市","中山區","北安路595巷2弄6號","林進祥","男","02-25336919","Y"
"開業","晏晟藥局","臺北市","中山區","林森北路６２５號","陳伶娥","女","0225851445","Y"
"開業","華康藥局","臺北市","中山區","民生西路3巷2之1號","陳君平","男","25211772、0938094500","Y"
"開業","啟美藥師藥局","臺北市","中山區","錦州街282號","范鐘啟","男","","Y"
"開業","安悅藥局","臺北市","中山區","吉林路189號","陳美如","女","02-25419879.0936857330","Y"
"開業","芝欣藥局","臺北市","松山區","八德路三段148號","陳蓉蓉","女","25706677","Y"
"開業","美優康藥局","臺北市","松山區","民生東路四段117之1號","游俊梓","男","","Y"
"開業","尚賀藥局","臺北市","松山區","民生東路五段89號","楊建興","男","27601181","Y"
"開業","綠之家藥局","臺北市","松山區","延壽街428號","陳詩宇","女","","Y"
"開業","康采藥局","臺北市","松山區","南京東路五段291巷17之2號","黃莉婷","女","02-22578649","Y"
"開業","立赫敦北藥局","臺北市","松山區","敦化北路222巷20號","周佳賢","男","","Y"
"開業","延壽盛康藥局","臺北市","松山區","延壽街111號","張宏麟","男","27618155","Y"
"開業","玖田藥局","臺北市","松山區","八德路四段655號","吳俞瑾","","02-27666578","Y"
"開業","立赫民生藥局","臺北市","松山區","民生東路四段68號","卓意晴","","2713-9200","Y"
"開業","富景藥局","臺北市","松山區","三民路145號","劉于瑄","女","27455666","Y"
"開業","專品南京藥局","臺北市","松山區","南京東路四段73號","王文信","男","25147685","Y"
"開業","唯康藥局","臺北市","松山區","八德路三段211號","熊柏翰","男","25775000","Y"
"開業","新德大藥局","臺北市","松山區","饒河街204號","邱家慧","女","27673402","Y"
"開業","延吉達康美得藥局","臺北市","松山區","延吉街32號","林汶頡","","25798450","Y"
"開業","躍獅京華藥局","臺北市","松山區","南京東路五段71號","賴煌濱","男","(02)2766-6508","Y"
"開業","銘德藥局","臺北市","松山區","八德路2段366巷28號","許家銘","","27511833","Y"
"開業","立康大藥局","臺北市","松山區","八德路四段2之1號","張皓翔","男","27471749","Y"
"開業","晨新藥局","臺北市","松山區","八德路四段91巷1之1號","何育倫","男","","Y"
"開業","政昇藥局","臺北市","松山區","南京東路5段356號13樓及14樓〈第15層〉","陳文志","男","27560286、0922194679","Y"
"開業","婕登藥局","臺北市","松山區","八德路4段699號","蔡秀敏","女","27482893","Y"
"開業","晨安藥局","臺北市","松山區","八德路三段155巷20弄2號","何佩蘭","","25798460、0936818874","Y"
"開業","德安藥局","臺北市","松山區","八德路三段195號2樓","薛淑慧","女","","Y"
"開業","民昇藥局","臺北市","松山區","八德路四段７７１號一樓","鄭瓊淑","女","2748-0151","Y"
"開業","安世藥局","臺北市","松山區","南京東路四段１３３巷５弄９號","劉炳煌","男","0227133405","Y"
"開業","國聖堂藥局","臺北市","松山區","南京東路五段２９１巷４－１號","王紅杏","女","0227685239","Y"
"開業","立圓藥局","臺北市","松山區","民生東路五段148-1號1樓","蔡勝雄","男","27686817","Y"
"開業","德川中西藥局","臺北市","松山區","八德路四段９６號","趙上隆","男","27683399","Y"
"開業","瑞昌大藥局","臺北市","松山區","民權東路三段103巷10號","黃清福","男","0227120030","Y"
"開業","合生藥局","臺北市","松山區","南京東路五段１２３巷４５號１樓","邱紹洲","男","27602932","Y"
"開業","西松健康人生藥局","臺北市","松山區","南京東路五段291巷7號","李瑋晟","男","","Y"
"開業","早安藥局","臺北市","大安區","建國南路2段151巷42號","陳柏羽","女","2700-2209","Y"
"開業","全國健保藥局","臺北市","大安區","通化街17之5號","楊莉莉","","02-23258585、0917329429、0917329429",""
"開業","大安健康人生藥局","臺北市","大安區","信義路4段34號","杜冠廷","男","27025553","Y"
"開業","聖英藥局","臺北市","大安區","仁愛路4段266巷15弄18號","黃榕靜","女","02-27055851","Y"
"開業","寶德藥局","臺北市","大安區","樂利路一０五號一樓","黃秀蓮","女","0227364240","Y"
"開業","師大藥局","臺北市","大安區","師大路九十九號一樓","黃文彬","男","0223623479","Y"
"開業","杏一樂業藥局","臺北市","大安區","樂業街162號","郭銘峰","男","02-27383194","Y"
"開業","躍獅敦和藥局","臺北市","大安區","和平東路3段10號","羅侑貞","女","02-23785767","Y"
"開業","威康藥局","臺北市","大安區","和平東路二段255之1號","林容瑩","女","","Y"
"開業","微笑藥師藥局","臺北市","大安區","新生南路1段149之10號","廖偉呈","","27009655","Y"
"開業","古亭健康人生藥局","臺北市","大安區","羅斯福路二段83號","林雅琪","女","23660895","Y"
"開業","瑞安達康美得藥局","臺北市","大安區","瑞安街208巷11弄1號","胡家豪","男","27096710","Y"
"開業","麗泰藥局","臺北市","大安區","復興南路2段151巷4號","蔡尚瑋","男","27079595","Y"
"開業","忠孝康承健保藥局","臺北市","大安區","復興南路1段107巷4號","葉力綺","女","87733378","Y"
"開業","博大藥局","臺北市","大安區","安和路2段65號","黃俐瑛","","27027858","Y"
"開業","新富川藥局","臺北市","大安區","大安路1段51巷4號","蘇登媛","女","27114758","Y"
"開業","大興藥局","臺北市","大安區","通化街三九巷五０弄一五號一樓","張光是","男","0227053369","Y"
"開業","弘昇藥局","臺北市","大安區","復興南路一段107巷32號","蕭金鐘","男","27110061","Y"
"開業","一心藥局","臺北市","大安區","和平東路3段238號","羅靖騰","男","","Y"
"開業","博興藥局","臺北市","大安區","四維路198巷28號","范靜怡","女","","Y"
"開業","聯合仁愛藥局","臺北市","大安區","大安路一段157巷1之2號","侯大源","男","","Y"
"開業","元氣生活健保藥局","臺北市","大安區","新生南路1段161巷10號","李仁智","","","Y"
"開業","千福藥局","臺北市","大安區","忠孝東路四段四十五號地下二樓","蘇澤偉","男","27403767","N"
"開業","博泉藥局","臺北市","大安區","樂業街六六號一樓","楊玲玲","女","0227339665","N"
"開業","燕福藥局","臺北市","大安區","羅斯福路三段283巷14弄14號之3","翁麗珍","女","0223627307","Y"
"開業","辰安藥局","臺北市","大安區","大安路一段31巷28號","徐玉香","女","0227119536","Y"
"開業","新廣生藥局","臺北市","大安區","仁愛路四段３２號一樓","林郁芬","女","0227071221","Y"
"開業","泰佑藥局","臺北市","大安區","安和路二段七二號一樓","張靜妃","女","0227056841","Y"
"開業","杏安堂藥局","臺北市","大安區","忠孝東路四段七七巷三０號一樓","張安達","男","0227517636","Y"
"開業","生光藥局","臺北市","大安區","忠孝東路三段二四八巷二號","孫淑儀","","27780862","Y"
"開業","世中欣藥局","臺北市","大安區","永康街2巷8號","周世瑛","男","2393-8947","Y"
"開業","加豐藥局","臺北市","大安區","忠孝東路三段216巷3弄1號1樓","鄭武豐","男","2721-9678","Y"
"開業","崇光藥局","臺北市","大安區","忠孝東路3段305號7樓之3","林怡雯","女","27217958","Y"
"開業","佑安藥局","臺北市","大安區","延吉街233巷9號","洪久美","女","27069339","Y"
"開業","萬華藥局","臺北市","萬華區","萬大路248號(實際營業地址:1樓、2樓)","陳柏穎","男","02-23012221","Y"
"開業","柏祥藥局","臺北市","萬華區","西藏路１４１號","謝柏常","男","0223018272","Y"
"開業","健華藥局","臺北市","萬華區","康定路３２８號","林德福","男","23063083","Y"
"開業","專品藥局","臺北市","萬華區","長沙街二段71之1號","黃韋嘉","男","23718892","Y"
"開業","青年宏越藥局","臺北市","萬華區","青年路44號","林俞廷","女","02-23050880","Y"
"開業","安聖藥局","臺北市","萬華區","西園路二段２５６號一樓","郭慶祥","男","0223037620","Y"
"開業","偉安藥局","臺北市","萬華區","西藏路109號","林明憲","男","02-23037186","Y"
"開業","健誠大藥局","臺北市","萬華區","環河南路二段185號","陳慧如","女","23042223","Y"
"開業","榮勝藥局","臺北市","萬華區","萬大路233號","陳佳徽","女","02-23331121","Y"
"開業","富安藥局","臺北市","萬華區","萬大路426號","莊晏蓁","男","02-23377878","Y"
"開業","日森人文藥局","臺北市","萬華區","和平西路3段149號","黃子娟","女","0917620905","Y"
"開業","華達藥局","臺北市","萬華區","環河南路二段171號","黃書瑋","男","23082785","Y"
"開業","光華藥局","臺北市","萬華區","華西街19之5號","鍾慶榮","男","02-23613609","Y"
"開業","吉安藥局","臺北市","萬華區","廣州街182號","劉國安","男","23085268","Y"
"開業","躍獅西園藥局","臺北市","萬華區","西園路二段260號","羅俊鉉","男","23094063","Y"
"開業","小林健保藥局","臺北市","萬華區","萬大路273號","陳德益","男","23059691","Y"
"開業","好視多藥局","臺北市","萬華區","萬大路285號","齊雁","女","0936715775","Y"
"開業","昶青藥局","臺北市","萬華區","康定路96號","鍾子皓","男","23826307","Y"
"開業","育恩藥局","臺北市","萬華區","中華路二段434之1號","許仕育","男","02-23018755","Y"
"開業","大嘉藥局","臺北市","萬華區","梧州街60號","張家杰","男","23364402","Y"
"開業","厚元藥局","臺北市","萬華區","康定路２２７號","溫淑容","女","0223027883","Y"
"開業","立昌藥局","臺北市","萬華區","萬大路486巷59弄38號","陳玉惠","女","","N"
"開業","忠信藥局","臺北市","萬華區","東園街２８巷６３號１樓","李賀","男","0223038103","Y"
"開業","建和藥局","臺北市","萬華區","青年路１６８巷４４號","黃木通","男","0223010838","Y"
"開業","寶興大藥局","臺北市","萬華區","寶興街119號","蔡龍木","男","02-23013375","Y"
"開業","上欣藥局","臺北市","萬華區","漢口街二段20巷3號","徐珍寶","男","","N"
"開業","長愛藥局","臺北市","萬華區","萬大路３０４號３樓","朱順諒","男","0223052346","N"
"開業","仁仁藥局","臺北市","萬華區","康定路219號","曾文郁","","","Y"
"開業","洪安藥局","臺北市","萬華區","青年路１６８巷５０號","葉元洪","男","0223012093","Y"
"開業","展源健康藥局","臺北市","萬華區","國興路104號","施懿譽","男","23035179","Y"
"開業","老上德藥局","臺北市","信義區","信義路六段１１８號","陳義宗","男","0227273864","N"
"開業","松隆藥局","臺北市","信義區","虎林街65號","施泰隆","男","0227684033","Y"
"開業","光成藥局","臺北市","信義區","光復南路４５７號之３","陳榮輝","男","0227587069","Y"
"開業","康杏藥局","臺北市","信義區","福德街306號1樓","周廷瑜","","27591510","Y"
"開業","綠杏大藥局","臺北市","信義區","吳興街241號","曾光洵","男","27582378","Y"
"開業","新和平藥局","臺北市","信義區","虎林街一九八號一樓","林日秋","","23460951","Y"
"開業","臺陽藥局","臺北市","信義區","大道路６１號","簡有寬","男","0227283403","Y"
"開業","杏康藥局","臺北市","信義區","忠孝東路五段３７２巷２７弄６８－２號１樓","陳淑娟","女","23457422","Y"
"開業","良美藥局","臺北市","信義區","福德街268巷37號","黃允美","女","0227593659","Y"
"開業","必欣藥局","臺北市","信義區","松仁路２６４號","張維兆","男","0227225060","Y"
"開業","文豐藥局","臺北市","信義區","松山路５４３－１號１樓","莊政治","男","0227272709","Y"
"開業","鼎泰藥局","臺北市","信義區","基隆路一段１５５號１樓","沈采穎","女","0227620617","Y"
"開業","松山大藥局","臺北市","信義區","永吉路４３６號","張漢城","男","0227600097","Y"
"開業","九州藥局","臺北市","信義區","和平東路三段239號","邵瓊慧","女","87323331","Y"
"開業","貴臨藥局","臺北市","信義區","永吉路326巷19號","沈秀珠","女","27493768","Y"
"開業","吳興藥局","臺北市","信義區","吳興街二七九號一樓","陳厚吉","","27208328","Y"
"開業","杏仁藥局","臺北市","信義區","大道路１３５號","簡志穎","男","27262541","Y"
"開業","慧生藥局","臺北市","信義區","松山路３１０號","許任雄","男","0227647138","Y"
"開業","東海藥局","臺北市","信義區","松山路506號","徐朝鑫","","27272158","Y"
"開業","永吉藥局","臺北市","信義區","永吉路213號","蔡芳曄","","87874043","Y"
"開業","新永春藥局","臺北市","信義區","忠孝東路5段423巷1號","賴正敏","女","","Y"
"開業","濟生中西藥局","臺北市","信義區","崇德街41號","劉佳俞","女","27358452","Y"
"開業","正和藥局","臺北市","信義區","吳興街225巷6號","王書藝","女","23455186","Y"
"開業","三立藥局","臺北市","信義區","忠孝東路5段492巷34號","陳美娜","女","27271401","Y"
"開業","松德盛康藥局","臺北市","信義區","松德路40號","徐仁晟","男","87891622","Y"
"開業","美德永春藥局","臺北市","信義區","松山路292巷17號","林啟祥","男","(02)27495938","Y"
"開業","大?藥局","臺北市","信義區","忠孝東路5段372巷27弄18號","杜華鸞","","87896835",""
"開業","詠悅藥局","臺北市","信義區","基隆路2段131之2號","黃玫芬","女","27325472","Y"
"開業","長青世貿藥局","臺北市","信義區","基隆路1段333號(0102室)","郭泰佑","男","0976018333","Y"
"開業","杏一光復藥局","臺北市","信義區","光復南路449之1號","廖科貿","男","29246489、87804626","Y"
"開業","馨馨藥局","臺北市","信義區","虎林街82巷19號","李昭昌","男","","Y"
"開業","興雅藥局","臺北市","信義區","松德路128號","謝玲玲","女","","Y"
"開業","荐荃藥師藥局","臺北市","信義區","虎林街68之3號","洪鈴芳","女","","Y"
"開業","康健信安藥局","臺北市","信義區","信安街151號","蔡伯汾","男","87324166","Y"
"開業","信隆藥局","臺北市","信義區","仁愛路四段496巷5號","黃啟信","男","0227296953","N"
"開業","信義盛康藥局","臺北市","信義區","信義路6段69號","陳鎮邦","","23460521","Y"
"開業","御安藥局","臺北市","信義區","和平東路3段359號","洪鈺惠","女","27323997","Y"
"開業","北一健康人生藥局","臺北市","信義區","吳興街255號","顏薏珊","女","27583945","Y"
"開業","上禾藥師藥局","臺北市","信義區","林口街27號","李志強","男","","Y"
"開業","大順安藥局","臺北市","信義區","吳興街８４號","林宗德","男","0227360639","Y"
"開業","信桉藥局","臺北市","信義區","莊敬路236號","楊宗勳","男","87860005","Y"
"開業","安心藥局","臺北市","信義區","永吉路30巷148弄4之1號","枋子晴","女","27474992","Y"
"開業","百康藥局","臺北市","信義區","基隆路2段131之20號","周淑瑩","女","27364377","Y"
"開業","佑華藥局","臺北市","信義區","忠孝東路五段五0八之四號一樓","黃永立","男","27595719","Y"
"開業","吉登藥局","臺北市","信義區","永吉路282號","黃政賢","男","27473809","Y"
"開業","仁康藥局","臺北市","信義區","松仁路二四六號","鍾輝章","男","0227228291","Y"
"開業","愛佳藥局","臺北市","士林區","承德路四段222之1號","吳佳鴻","男","02-28811199","Y"
"開業","天母盛康藥局","臺北市","士林區","天母東路8巷84號","王黎敏","男","28720208","Y"
"開業","華齡春天生活藥局","臺北市","士林區","華齡街36、38號","林宥汝","女","28882156","Y"
"開業","全予藥局","臺北市","士林區","德行東路221號","曾永強","男","",""
"開業","祥新藥局","臺北市","士林區","社子街65號","鄭乃信","","02-28110906","Y"
"開業","躍獅忠誠藥局","臺北市","士林區","忠義街70號","張淦勛","","(02)28387948","Y"
"開業","光榮藥局","臺北市","士林區","社中街118號","陳昱碩","","02-28136060","Y"
"開業","康鈺藥局","臺北市","士林區","德行東路133號1樓","陳惠珍","女","28313915","Y"
"開業","環安藥局","臺北市","士林區","大南路２４４號１樓","林文祥","男","0228828478","Y"
"開業","新興藥局","臺北市","士林區","德行西路１１７號","鍾克垣","","0228362643","Y"
"開業","今欣藥局","臺北市","士林區","天母西路41巷9號1樓","陳夢蛟","男","28725985","Y"
"開業","家安健保藥局","臺北市","士林區","德行東路109巷119號","謝明家","女","28322182","Y"
"開業","天母台安藥局","臺北市","士林區","天母西路34號","楊玉衣","女","28728017","Y"
"開業","田倉藥局","臺北市","士林區","士東路124號","范揚煌","","02-88662188、0228343600","Y"
"開業","正陽藥局","臺北市","士林區","華齡街１１號１樓","劉淑美","女","0228815711","Y"
"開業","勝泰藥局","臺北市","士林區","文林路７１４巷１１號","陳勝傳","男","0228326251","N"
"開業","博惠藥局","臺北市","士林區","華榮街１６號","邵杰雄","男","0228320379","Y"
"開業","博泰藥局","臺北市","士林區","社中街３６７號","林秀博","男","0228128612","N"
"開業","南風藥局","臺北市","士林區","美崙街19號1樓","吳錦松","男","0228320375","Y"
"開業","博信藥局","臺北市","士林區","延平北路六段61號","蔡博信","男","28128295","Y"
"開業","芳圓藥局","臺北市","士林區","社子街26之1號","邱宜美","女","28168666","Y"
"開業","有德堂大藥局","臺北市","士林區","中山北路六段２２７號","郭文水","男","0228318387","Y"
"開業","太安藥局","臺北市","士林區","延平北路五段157號","葉榮吉","男","0228111468","Y"
"開業","天母大和藥師藥局","臺北市","士林區","德行東路189之1號１樓","王聖文","男","0228310142","Y"
"開業","慈航藥局","臺北市","士林區","文林路４４１號","王猛男","男","0228815988","Y"
"開業","華倫藥局","臺北市","士林區","永平街８０巷１０號１樓","蕭家宣","","0228116545","N"
"開業","達揚藥局","臺北市","士林區","社正路36號1樓","蕭美惠","女","88115559","Y"
"開業","仁大藥局","臺北市","士林區","社子街13號1樓","林培斯","女","88113793","Y"
"開業","和樹藥局","臺北市","士林區","後港街45巷1號1樓","林盈榛","女","2882-1188","Y"
"開業","三光藥局","臺北市","士林區","延平北路五段320號1樓","洪崇仁","男","28123786","Y"
"開業","家赫藥局","臺北市","士林區","忠義街80號1樓","陳昭熙","男","2834-6453","Y"
"開業","人生藥局","臺北市","士林區","延平北路六段２６號１樓","葉榮福","","0228129010","N"
"開業","瑞竹藥局","臺北市","士林區","延平北路六段４１號","葉松太","男","0228116568","N"
"開業","三原藥局","臺北市","士林區","延平北路五段二九三號","鍾漢源","男","0228111888","Y"
"開業","日康藥局","臺北市","士林區","士東路１２號１樓","林文英","女","0228358558","Y"
"開業","聖賢藥局","臺北市","士林區","士商路72號","曹可欣","女","02-28833046","Y"
"開業","大東健保藥局","臺北市","士林區","大東路86之4號","郭雅芝","女","28834672","Y"
"開業","美麗田藥局","臺北市","士林區","通河街78號","翁詩畇","女","28855990","Y"
"開業","天爵藥局","臺北市","士林區","中山北路6段450巷1號","林天爵","男","28733759","Y"
"開業","維爾健康藥局","臺北市","士林區","中山北路7段82巷17號","何博文","男","02-28716511","Y"
"開業","和謙藥局","臺北市","士林區","社中街362號","章揚怡","女","02-28165678","Y"
"開業","杏一天母藥局","臺北市","士林區","天母東路11號","周呈岳","男","28760646","Y"
"開業","社正藥局","臺北市","士林區","社正路12號","吳雲杏","女","02-28118704","Y"
"開業","大南春天生活藥局","臺北市","士林區","大南路317、319號","王東源","男","28882196","Y"
"開業","德行盛康藥局","臺北市","士林區","德行東路206之1號","丁尹立","男","2834-8756","Y"
"開業","康佑藥局","臺北市","士林區","延平北路五段176號","王舒芳","女","(02)28119981","Y"
"開業","安奕藥局","臺北市","士林區","葫蘆街30巷12號","伍玉華","女","(02)28133289","Y"
"開業","天母康甯健保藥局","臺北市","士林區","克強路8號","徐紹棟","男","02-28366631","Y"
"開業","藥本家藥局","臺北市","士林區","中山北路七段14巷26號","黃仁祺","男","2876-6682","Y"
"開業","德行春天生活藥局","臺北市","士林區","德行東路76號","葉宇涵","男","28380306","Y"
"開業","芝山藥局","臺北市","士林區","福華路154號","李佳龍","男","02-28365822","Y"
"開業","後港五代全民藥局","臺北市","士林區","和豐街6號","黃心儀","女","02-28818914",""
"開業","前港盛康藥局","臺北市","士林區","前港街28號","黃盟婷","女","02-28831079","Y"
"開業","中山盛康藥局","臺北市","士林區","中山北路七段162號","陳姵蓉","女","28771887","Y"
"開業","尊賢藥局","臺北市","北投區","尊賢街212號","梁水明","男","28270505","Y"
"開業","國泰藥師藥局","臺北市","北投區","自強街139-1號","王朝弘","男","","Y"
"開業","小明藥局","臺北市","北投區","中央南路一段六九號二樓","張學霖","男","28967136","Y"
"開業","建民藥局","臺北市","北投區","光明路一六一號","陳美玲","","0228912339","Y"
"開業","東陽西藥局","臺北市","北投區","中央南路一段２０３號","陳緒","女","0228914208","N"
"開業","益元藥局","臺北市","北投區","光明路１０６號","盧東榮","","0228912675","Y"
"開業","元誠藥局","臺北市","北投區","中和街２１９－１號","盧東誠","男","0228958788","Y"
"開業","嘉禾大藥局","臺北市","北投區","中和街二六四號","林月娥","女","02-28984758","Y"
"開業","良興藥局","臺北市","北投區","中和街286號","杜枝芬","女","","Y"
"開業","康揚藥局","臺北市","北投區","中和街322號","林秀萍","女","02-28946520","Y"
