103.4.8	部授食字第1031100948號	Duopharma (M) SDN. BHD	馬來西亞	Lot 2599 Jalan Seruling 59, Kawasan 3, Taman Klang jaya 41200 Klang selangor, malaysia	100年1月28日署授食字第0990064012號函：錠劑、膠囊劑及無菌眼耳鼻用液劑（無菌製備）	吉裕藥品有限公司	定期檢查送審資料不全	
103.4.7	部授食字第1036016269號	Astellas Pharm Tech Co., Ltd. Nishine Plant	日本	154-13, Dai-2 Chiwari, Obuke Nishine-cho, Iwate-gun, Iwate 028-7111, Japan	99年10月29日署授食字第0990050105號函：膠囊劑	台灣安斯泰來製藥股份有限公司	自請註銷	
103.3.13	部授食字第1031101136號	Catalent Australia Pty. Ltd.	澳洲	217-221 Governor Road, Braeside Victoria 3195, Australia	99年5月11日署授食字第0990005956號函：軟膠囊劑	一成藥品股分有限公司	定期檢查逾申覆期限未申覆	
103.3.13	部授食字第1030010351號	Torrent Pharmaceuticals Limited	印度	Indrad-382721 Dist. Mehsana, India	100年11月21日署授食字第1000067199號函：錠劑	元聖企業股份有限公司	未辦理後續檢查	
103.3.5	部授食字第1031100924號	Fuji Pharma Co., Ltd.	日本	1515, Tsujigado, Mizuhashi, Toyama-shi, Toyama, Japan	100年3月7日署授食字第1005001118號函：錠劑、注射液劑（無菌製備）及乾粉注射劑（無菌製備）	一成藥品股份有限公司	逾期未辦理工廠定期檢查	
103.3.5	部授食字第1031100715號	Matsumoto Pharm. Ind. Co., Ltd.	日本	160, Oharaichiba, Koka-cho, Koka-city, Shiga, Japan	100年4月8日署授食字第1005014293號函之下列核准劑型：糖衣錠及軟膏劑	德佑藥品有限公司	自請註銷	
103.2.24	部授食字第1031100734號	Ciba-Geigy Japan Ltd.	日本	25-1, Hioki, Sasayama-Shi, Hyogo-Ken, Japan	99年9月20日署授食字第0991103287號函：糖衣錠（含錠劑）	台灣諾華股份有限公司	逾期未辦理工廠定期檢查	
103.2.24	部授食字第1031100733號	Excelvision AG	瑞士	Riethofstrasse 1, CH-8442 Hettlingen, Switzerland	99年7月15日署授食字第0991102449號函：無菌眼耳鼻用液劑(無菌製備)及無菌半固體製劑(無菌製備)	台灣諾華股份有限公司	逾期未辦理工廠定期檢查	
103.2.24	部授食字第1031100732號	Novartis Pharmaceuticals UK Ltd. Horsham site	英國	Wimblehurst Road, Horsham, West Sussex, RH12 5AB, United Kingdom	99年12月17日署授食字第0990041593號函：錠劑	台灣諾華股份有限公司	逾期未辦理工廠定期檢查	
103.2.21	部授食字第1024021199號	Baxter Oncology GmbH	德國	Kantstrasse 2, D-33790 Halle, Germany	100年1月5日署授食字第0991104229號函：乾粉注射劑 (無菌製備)	台灣美強股份有限公司	定期檢查逾申覆期限未申覆	
103.2.19	部授食字第1031100647號	Nippon Kayaku Co., Ltd. Takasaki Plant	日本	239, Iwahanamachi, Takasaki-shi, Gunma 370-1208, Japan	100年4月8日署授食字第1005014293號函之下列核准劑型：錠劑(含顆粒劑)	台灣日化股份有限公司	自請註銷	
103.2.6	部授食字第1026030979號	Wyeth Piperacillin Division of Wyeth Holdings Corporation	波多黎各	KM9.7, 65th Infantry Avenue Carolina, Puerto Rico 00987	100年1月5日署授食字第0991104352號函：凍晶注射劑（無菌製備）	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	自請註銷	
103.2.5	部授食字第1036004473號	Hospira, Inc.	美國	Highway 301 North, Rocky Mount, North Carolina, 27801, USA	99年7月27日署授食字第0991102873號函：注射液劑(無菌製備)	美商亞培股份有限公司台灣分公司	自請註銷	
103.1.28	部授食字第1030002547號	Cipla Ltd. India	印度	D7, MIDC, Industrial Area. Kurkumbh, District-Pune 413 802, Maharashtra, India	100年12月22日署授食字第1000074531號函：膠囊劑	德譽貿易有限公司	自請註銷	
103.1.28	部授食字第1036003144號	Centocor Ortho Biotech Products, L. P.	美國	1000 Route 202 South, Raritan, New Jersey 08869, USA	100年6月24日署授食字第1005014059號函：注射液劑(無菌製備)-基因工程及單株抗體製劑(不含包裝作業)	嬌生股份有限公司	自請註銷	
103.1.28	部授食字第1036003139號	Forest Laboratories UK Limited	英國	Bourne Road Bexley Kent DA5 1NX, United Kingdom	99年5月21日署授食字第0991101797號函：乳膏劑	鵬瑋國際有限公司	自請註銷	
103.1.28	部授食字第1036003182號	Euticals S.p.A.	義大利	Via Emilia, 99 26900 S. Grato di Lodi (LODI), Italy	99年10月8日署授食字第0991103031號函：懸液劑（不含分裝及包裝作業）	和聯生技藥業股份有限公司	自請註銷	
103.1.28	部授食字第1036003183號	Serumwerk Bernburg AG	德國	Hallesche Landstraβe 105b, 06406 Bernburg, Germany	99年7月12日署授食字第0991102385號函：注射液劑(最終滅菌)	和聯生技藥業股份有限公司	自請註銷	
103.1.28	部授食字第1036002938號	G. Pohl-Boskamp GmbH & Co. KG	德國	Kieler StraBe 11 D-25551 Hohenlockstedt, Germany	99年6月21日署授食字第0991101701號函：溶液劑	康百佳實業有限公司	自請註銷	
103.1.28	部授食字第1036003140號	Hamilton Pharmaceuticals Pty. Ltd.	澳洲	217 Flinders Street Adelaide, South Australia 5000, Australia	99年6月29日署授食字第0990004010號函：懸液劑	鵬瑋國際有限公司	自請註銷	
103.1.23	部授食字第1030002791號	N.V. Organon	荷蘭	Kloosterstraat 6, 5349 AB Oss, The Netherlands	99年11月19日署授食字第0991103526號函：膜衣錠	台灣英特威動物藥品股份有限公司	自請註銷	
103.1.23	部授食字第1036003245號	Wyeth Lederle S.r.l.	義大利	Via Franco Gorgone Z.I., 95100, Catania (CT), Italy	99年11月9日署授食字第0991103778號函：包裝作業	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	自請註銷	
103.1.23	部授食字第1036003171號	Bristol-Myers Squibb Company	美國	2400 West Lloyd Expressway, Evansville, Indiana 47721, USA	99年5月21日署授食字第0991100297號函：膠囊劑及錠劑(含散劑)	台灣必治妥施貴寶股份有限公司	工廠停止製造生產活動	
103.1.23	部授食字第1036003831號	Novartis Pharmaceuticals UK Ltd. Horsham Site	英國	Wimblehurst Road, Horsham, West Sussex, RH12 5AB, United Kingdom	100年6月7日署授食字第1005010155號函：錠劑	新加坡商美納里尼醫藥有限公司台灣分公司	自請註銷	
103.1.14	部授食字第1026031050號	Fuji Yakuhin Co., Ltd.	日本	682, Itakura Fuchu-Machi Toyama-shi Toyama, Japan	99年10月29日署授食字第0991103659號函：無菌眼耳鼻用液劑（無菌製備）	德佑藥品有限公司	自請註銷	
103.1.7	部授食字第1036000468號	TEVA Pharmaceutical Works Private Limited Company	匈牙利	Debrecen H-4042, Pallagi Str. 13, Hungary	99年9月29日署授食字第0991102854號函：錠劑	海喬國際股份有限公司	自請註銷	
103.1.7	部授食字第1024023032號	Hikari Pharmaceutical Co. Ltd. (Kurihashi Plant)	日本	2220-3, Sunahara Ohtone-Cho Kitasaitama-Gun, Saitama, Japan	99年11月18日署授食字第0991103895號函：注射液劑（最終滅菌）	一成藥品股份有限公司	自請註銷	
103.1.6	部授食字第1026031091號	Bayer Bitterfeld GmbH	德國	Ot Greppin, Salegaster Chaussee 1, 06803 Bitterfeld-Wolfen, Germany	99年6月24日署授食字第0991101794號函：錠劑(含顆粒劑)	台灣拜耳股份有限公司	自請註銷	
102.12.31	部授食字第1026029388號	Teva Pharmaceutical Industries Ltd.	以色列	64 Hshikma Street, Kfar Sava 44102, Israel	99年8月11日署授食字第0991101695號函：軟膠囊劑之分裝及包裝作業、注射液劑(無菌製備)及錠劑	海喬國際股份有限公司	自請註銷	
102.12.31	部授食字第1026029387號	Pharmachemie B.V.	荷蘭	Swensweg 5, 2031 GA Haarlem, The Netherlands	99年11月10日署授食字第0991103751號函：凍晶注射劑（無菌製備）、注射液劑（最終滅菌及無菌製備）	海喬國際股份有限公司	自請註銷	
102.12.27	部授食字第1026023286號	Zenyaku Kogyo Co.,Ltd.Tochigi Plant	日本	1225, Sabui, Ohtawara-City, Tochigi, Japan	100年7月11日署授食字第1000020662號函：無菌眼耳鼻用液劑(主成分秤量及包裝作業)及膜衣錠	美吾華股份有限公司	自請註銷	
102.12.10	部授食字第1024020954號	Daiichi Sankyo Europe GmbH	德國	Luitpoldstraβe 1 D-85276 Pafaffenhofen/ILm, Germany	99年5月11日署授食字第0991102018號函：糖衣錠及乳膏劑	友信行股份有限公司	自請註銷	
102.12.2	部授食字第1026024015號	Pharmachemie B.V.	荷蘭	Swensweg 5, 2031 GA Haarlem, The Netherlands	100年7月12日署授食字第1005018335號函：錠劑	民橋企業股份有限公司	自請註銷	
102.12.2	部授食字第1026024462號	Alcon Laboratories S.A. De C.V.	墨西哥	Cda Popocatepetl No.46, Col. General Anaya, 03340, Mexico	99年8月25日署授食字第0980029481號函：無菌眼耳鼻用液劑(無菌製備)	瑞士商愛爾康大藥廠股份有限公司台灣分公司	自請註銷	
102.11.29	部授食字第1021151590號	Teika Pharmaceutical Co., Ltd.	日本	3-27 Arakawa 1-chome Toyama 930-0982, Japan	101年12月26日署授食字第1015030699號函之下列核准劑型：膠囊劑及藥膠布	中榮貿易股份有限公司	自請註銷	
102.11.29	部授食字第1024019917號	Senju Pharmaceutical Co., Ltd. (Fukusaki Plant)	日本	767-7, Aza Kazukanounonishi, Saiji, Fukusakicho, Fukuzaki-gun, Hyogo-Ken, Japan	99年10月1日署授食字第0991103281號函：無菌眼耳鼻用液劑（最終滅菌及無菌製備）	台灣武田藥品工業股份有限公司	自請註銷	
102.11.29	部授食字第1024019209號	CIMA Labs Inc.	美國	10000 Valley View Road, Eden Prairie, Minnesota 55344, USA	100年3月30日署授食字第1000016248號函：錠劑(不含包裝作業)	先靈葆雅企業股份有限公司	自請註銷	
102.11.29	部授食字第1024019208號	CIMA Labs Inc.	美國	10000 Valley View Road, Eden Prairie, Minnesota 55344, USA	100年7月11日署授食字第1000016249號函：錠劑	台灣英特威動物藥品股份有限公司	自請註銷	
102.11.8	部授食字第1024012823號	Patheon Puerto Rico, Inc.	波多黎各	Villa Blanca Industrial Park, State Rd. 1, Km.34.8, Jose Garrido, Caguas, Puerto Rico 00725	99年12月1日署授食字第0991101193號函：膜衣錠（不含包裝及分裝作業）	美商默沙東藥廠股份有限公司台灣分公司	自請註銷	
102.11.8	部授食字第1024012820號	Pfizer PGM	法國	Zone Industrielle- 29, Routes Des Industries- F-37530 Poce-Sue-Cisse, France	99年11月3日署授食字第0991103484號函：膜衣錠(不含分裝及包裝作業)	衛采製藥股份有限公司	自請註銷	
102.11.8	部授食字第1026015480號	LTS Lohmann Therapie Systeme AG	德國	Lohmannstrasse 2. D-56626 Andernach, Germany	99年5月14日署授食字第0991102009號函：貼劑	嬌生股份有限公司	自請註銷	
102.10.9	部授食字第1026013329號	Pfizer Ireland Pharmaceuticals	愛爾蘭	Pottery Road, Dun Laoghaire, Co. Dublin, Ireland	99年6月18日署授食字第0990008077號函：凍晶注射劑(無菌製備)	輝瑞大藥廠股份有限公司	自請註銷	
102.10.9	部授食字第1026013328號	Wyeth Parenterals Division of Wyeth Holdings Corporation	波多黎各	KM9.7, 65th Infantry Avenue Carolina, Puerto Rico 00987	100年1月5日署授食字第0991104359號函：凍晶注射劑（無菌製備）	美商惠氏藥廠（亞洲）股份有限公司台灣分公司	自請註銷	
102.10.3	部授食字第1025025870號	Rottendorf Pharma GmbH	德國	Ostenfelder Straβe 51-61, 59320 Ennigerloh, Germany	99年9月6日署授食字第0991103145號函：膜衣錠(不含分裝及包裝作業)	台灣諾華股份有限公司	自請註銷	
102.10.1	部授食字第1021150660號	Aventis Pharma (Dagenham)	英國	Rainham Road South, Dagenham, Essex RM10 7XS, United Kingdom	98年7月27日署授食字第0970021643號函：注射液劑及膠囊劑	賽諾菲股份有限公司	定期檢查逾申覆期限未申覆	
102.10.1	部授食字第1021150658號	Laboratoires Thissen S.A.	比利時	Rue de la Papyree 2-6, B-1420 Braine-L'Alleud, Belgium	98年5月19日署授食字第0970021633號函：凍晶注射劑	因華生技製藥股份有限公司	定期檢查逾申覆期限未申覆	
102.9.5	部授食字第1025021231號	Mayne Pharma International Pty Ltd.	澳洲	1538 Main North Road, Salisbury South, South Australia 5106, Australia	99年10月11日署授食字第0990056171號函：膠囊劑	香港商英維達有限公司台灣分公司	自請註銷	
102.7.29	部授食字第1020020509號	Dongindang Pharm. Co., Ltd.	韓國	1 Ra-603, Shihwa Industrial Area, Jungwang-dong, Shiheung-si, Kyunggi-do, Korea	100年6月29日署授食字第1005018792號函：顆粒劑	文寶藥品有限公司	逾期未辦理工廠定期檢查	
102.7.29	部授食字第1024000816號	Laboratoria Qualiphar N.V./ S.A.	比利時	Rijsweg 9,B-2880 Bornem, Belgium	100年1月19日署授食字第0991104311號函：溶液劑	元聖企業有限公司	自請註銷	
102.7.19	署授食字第1021102149號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	100年5月12日署授食字第1000024073號函：凍晶注射劑（無菌製備）	台灣新吉美碩股份有限公司	自請註銷	
102.7.18	署授食字第1025032319號	Bayer HealthCare Pharmaceuticals, Inc.	美國	5650 Hollis Street, Emeryville , CA94608, U.S.A.	一、99年4月30日署授食字第0990003955號函：基因工程及單株抗體製劑-凍晶注射劑（製造階段由發酵到凍晶注射劑，不含包裝作業）（無菌製備）	台灣拜耳股份有限公司	自請註銷／國外工廠預計於102年關廠	
					二、99年11月10日署授食字第0991102196號函：基因工程及單株抗體製劑之原料藥Interferon beta-1b，從工作細胞庫（Working cell bank）至原料藥（Drug substance）之製造階段			
102.7.18	署授食字第1025037973號	Nihon Pharmaceutical Co., Ltd. (Osaka Plant)	日本	26 Sumiyoshi-Cho, Izumisano, Osaka, Japan	100年4月27日署授食字第1000018442號函：注射液劑(最終滅菌)	台灣武田藥品工業股份有限公司	自請註銷	
102.7.18	署授食字第1025032768號	Aurobindo Pharma Limited (Unit VII)	印度	Survey number: 411, 425, 434, 435 & 458 Green Industrial Park, Polepally (Village), Jadcherla (Mandal), Mahaboobnagar District, Andhra Pradesh, India	100年5月23日署授食字第0991104141號函：膜衣錠及膠囊劑	輝瑞大藥廠股份有限公司	自請註銷	
102.7.18	署授食字第1025032769號	Aurobindo Pharma Limited (Unit III)	印度	Survey number: 313, 314 Bachupally (Village), Quthubullapure (Mandal), R.R. District, Hyderabad, Andhra Pradesh, India	100年4月28日署授食字第1001100118號函：膜衣錠	輝瑞大藥廠股份有限公司	自請註銷	
102.7.18	署授食字第1025037478號	Schaper Brummer GmbH & Co., KG	德國	Bahnhofstrasse 35, 38259 Salzgitter-Ringelheim, Germany	100年2月18日署授食字第0990076771號函：錠劑	崇興行貿易股份有限公司	自請註銷	
102.7.18	署授食字第1025037221號	Patheon Italia S.P.A.	義大利	Viale G.B. Stucchi, 110 20052 Monza, Italy	99年10月25日署授食字第0991103480號函：錠劑	禾利行股份有限公司	自請註銷	
102.7.18	署授食字第1025037138號	Mallinckrodt Inc.	美國	172 Railroad Ave., Hobart, NY 13788-0416, USA	100年1月14日署授食字第0990076746號函：膠囊劑	吉泰藥品股份有限公司	自請註銷	
102.7.18	署授食字第1025036552號	Hoffmann-La Roche Ltd.	美國	340 Kingsland Street, Nutley, NJ 07110, USA	100年1月14日署授食字第0990071492號函：膜衣錠	羅氏大藥廠股份有限公司	國外工廠關廠	
102.7.18	署授食字第1025037513號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	99年12月31日署授食字第0991103110號函：凍晶注射劑（無菌製備）	賽基有限公司	自請註銷	
102.7.18	署授食字第1020029791號	Laboratorios Beta S.A.	阿根廷	Ruta 5 No. 3753, Parque Industrial 5300, La Rioja, Argentina	99年8月11日署授食字第0990010830號函：貼劑	百博生技有限公司	自請註銷	
102.7.17	署授食字第1025008883號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	99年12月31日署授食字第0991103453號函：注射液劑（最終滅菌）及凍晶注射劑（無菌製備）	岱億生物科技股份有限公司	岱億生物科技股份有限公司已解散	
102.7.10	署授食字第1020007235號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	99年12月29日署授食字第0991102326號函：無菌懸液注射劑（無菌製備）	先靈葆雅企業股份有限公司	自請註銷	
102.7.10	署授食字第1021102000號	Ben Venue Laboratories, Inc.	美國	300 Northfield Road, Bedford, Ohio 44146, U.S.A.	99年12月31日署授食字第0991103295號函：凍晶注射劑（無菌製備）	嬌生股份有限公司	自請註銷	
102.6.14	署授食字第1025029436號	SmithKline Beecham PLC	英國	Manor Royal, Crawley, West Sussex, RH10 9QJ, United Kingdom	100年1月20日署授食字第0990075815號函：膠囊劑、膜衣錠（含錠劑）及軟膏劑（含乳膏劑）	荷商葛蘭素史克藥廠股份有限公司台灣分公司	自請註銷	
102.5.8	署授食字第1025020925號	Ajanta Pharma Limited	印度	B-4/5/6, MIDC Area, Paithan District:-, Aurangabad Maharashtra State, India-431 128	99年5月20日署授食字第0991100897號函：膜衣錠（含錠劑）	友華生技醫藥股份有限公司	自請註銷	
102.4.24	署授食字第1020015951號	OSNY Pharma SAS	法國	17 rue de Pontoise 95520 Osny, France	99年11月10日署授食字第0990037044號函：錠劑	美吾華股份有限公司	自請註銷	
