烏梅	輿基食品工業股份有限公司	彰化縣	標示不符	育生中西藥房	2010-08-19	府授衛食字0990176038號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
諾麗汁	黃○福	雲林縣	營養標示不符	台南縣衛生局	2010-08-24	府衛食字0997001116號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
黑糖麥芽餅	山采實業股份有限公司	台中縣	營養標示不符	瑞源餅店	2010-08-23	府授衛食藥字0990702177號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
阿薩姆茶葉蛋	統冠生活事業股份有限公司	台中縣	未標示廠商地址	惠康百貨公司	2010-08-23	府授衛食字0990702185號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
富維鈣-D3	竹源實業有限公司	台北縣	營養標示不符	萬安西藥房	2010-08-24	北府衛藥字0990117994號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
精選高山茶袋茶包	祥和茶葉有限公司	台北縣	未標示廠商資料、有效日期	北市府地下二樓第8攤位	2010-08-20	北府衛藥字0990117943號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
四神五穀霜	義峰食品有限公司	台北縣	營養標示不符	喜互惠生鮮超市-冬山店	2010-08-25	北府衛藥字09901134741號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
曼婷低gi茶	華貿行實業股份有限公司	台北縣	標示不符	欣德晶藥局	2010-08-25	北府衛藥字0990118009號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
芒果乾	即展譽商行	高雄市	未標示食品添加物用途名稱	現場	2010-09-02	高市衛食字0990040497號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
獻納米、台灣香米	東遠碾米工廠	雲林縣	營養標示不符	台中縣衛生局	2010-09-02	府衛食字0997001234號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
鷹仔牌野山椒辣椒粉	長谷農產有限公司	雲林縣	營養標示不符	基隆市衛生局	2010-09-02	府衛食字0997001232號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
美麗100女人維他命	三友生技醫藥股份有限公司	台南縣	一般及營養標示不符	至誠藥局	2010-09-03	府衛食字0990208526號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
德國cerestar公司嬰兒高葡萄糖	仙台藥品工業股份有限公司	台南縣	無標示品名、內容物、重量或容量、廠商電話及中文營養標示不符	永吉藥局	2010-09-02	府衛食字0990206166號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
羅漢果沖劑	正記蔘藥行	彰化縣	標示不符	蔡進華攤商	2010-09-06	府授衛食字099025678號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
植物酵素	峻佑食品商行	高雄縣	標示不符	現場	2010-09-06	府衛藥食字0990220616號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
枇杷百草糖	聯泰行企業有限公司	高雄市	品名與內容物不符	消費者申訴	2010-09-08	高市衛食字0990037344號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
12入鳯梨酥	寶泉食品股份有限公司	台中市	營養標示不符	現場	2010-09-10	府授衛食字0990262691號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
長益狀元喜餅	長益食品行	雲林縣	營養標示不符	民眾檢舉	2010-08-15	府衛食字0997001292號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
台灣q饅頭	千富食品行	台中縣	營養標示不符	市售食品品質調查研究計畫	2010-09-16	府授衛食藥字0990702954號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
太陽餅、台中名產太陽餅	大友食品實業有限公司	台中縣	營養標示不符	市售食品品質調查研究計畫	2010-09-15	府授衛食字0990702950號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
冰海魚油軟膠囊	西華藥品股份有限公司	彰化縣	無營養標示	謝藥局	2010-09-15	府授衛食字0990215761號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
sipahh 咕嚕嚕神奇吸管（香草口味）	陳○利	彰化縣	未標示有效日期	民眾檢舉	2010-09-15	府授衛食字0990215760號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
三乳一胜	豐鼎生物科技股份有限公司	台北縣	營養標示不符	長壽多商行	2010-09-14	北府衛藥藥字0990121249號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
六鵬天然葡萄糖氨鈣	六鵬貿易股份有限公司	台北縣	營養標示不符	至聖鑫藥局	2010-09-15	北府衛藥字0990120850號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
建利盛錠	鵬翔生物科技有限公司	台北縣	未標示營養標示	華鹷春天藥局	2010-09-20	北府衛藥字0990121240號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
原の薑活力薑茶-無糖	群成穎國際有限公司	台北縣	營養標示不符	統健實業股份有限公司	2010-09-24	北府衛藥字0990128196號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
比活力-B50膜衣錠	安合實業有限公司	台北市	營養標示不符	至康之友藥局	2010-09-24	北府衛藥字0990128200號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
莙冬薑糖	茄冬實業廠有限公司	台北縣	營養標示不符	敏安藥局	2010-09-21	北府衛藥字0990121331號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
芒果乾	即展譽商行	高雄市	未標示食品添加物用途名稱	現場	2010-07-28	府衛食字0997001039號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
高級雪花鹽	泛德利實業有限公司	台中市	營養標示不符	惠康百貨公司	2010-01-05	府授衛食字0990000781號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
優而力魚肝油軟糖	盛悅貿易有限公司	高雄市	營養標示不符	現場	2010-01-06	高市衛食藥字098004652號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
人參枸杞鰻	齋滋味實業有限公司	台南縣	營養標示不符	台北市政府衛生局	2010-01-05	府衛食字0990001344號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
油蔥酥	謙福行	雲林縣	無營養標示	嘉義縣衛生局	2010-01-06	府衛食字0987001658號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
猴頭菇	佑全企業社	彰化縣	無營養成分	佳億素食材料店	2010-01-07	府授衛食字0990001478號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
至尊薑母鴨	永茂興實業有限公司	彰化縣	營養標示不符	佳億素食材料店	2010-01-07	府授衛食字0990001479號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
活力蔬菜湯、糙米茶	彰化北斗合作農場	彰化縣	無營養標示	超市	2010-01-07	府授衛食字0990001472號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
嫩薑	龍宏農產食品加工行	雲林縣	標示不符	雲林縣衛生局	2010-01-12	府衛食字0997000026號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
銅鑼燒	台灣樂崎實業有限公司	高雄市	未標示廠商名稱、電話號碼及地址、有效日期及營養標示不符	現場	2010-01-08	高市衛食字0990001178號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
肉庚	春豐食品廠	雲林縣	營養標示不符	台北市政府衛生局	2010-01-18	府衛食字0997000035號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
pueraria mirifica	steven ○ liang	台北縣	無中文標示	民眾陳情	2010-01-13	北府衛藥字09901604160號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
酚樂循	邁可羅德有限公司	台北市	無營養標示	晴光藥局	2010-01-13	北府衛藥字0990157390號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
麻米粩	三好麻粩行	苗栗縣	一般標示及營養標示不符	現場	2010-01-02	府衛食字0987700072號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
蒟篛絲捲	晶贊國際貿易有限公司	台中縣	標示不符	家樂福公司	2010-01-26	府授衛食藥字0990700418號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
高鈣奶香鬆	儒德有限公司	桃園縣	標示不符	宜洋商行	2010-01-25	府衛食字0990012252號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
綜合蔬果乾、梅子、橄欖、乾黑木耳、花生、菊花、水果乾	大益蔥蒜行	高雄市	未標示品名及原產地	現場	2010-03-02	高市衛食字0990005180號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
惠補寧錠、寧慎	輝翎企業有限公司	雲林縣	無有效日期及營養標示	現場	2010-03-03	府衛食字0997000245號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
黑金則落花生	吳○茂	雲林縣	營養標示不符	台中縣衛生局	2010-03-04	府衛食字0997000244號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
佳槳椰漿	協安貿易有限公司	台北縣	無營養標示	楓康超市	2010-03-03	北府衛藥字0990014272號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
玉米粉	頂裕食品股份有限公司	台中市	逾期、營養標示不符	唯鑫便利商店	2010-03-09	府授衛食字0990059437號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
素排骨	隆豐素食行	雲林縣	未標有效日期	現場	2010-03-10	府衛食字0997000279號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
珍珍純蔥酥	珍珍農產行	雲林縣	無營養標示	彰化縣衛生局	2010-03-10	府衛食字0997000278號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
正味行蔥油醬	正味行	雲林縣	無營養標示	嘉義縣衛生局	2010-03-10	府衛食字0997000156號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
調製豆	光恆實業有限公司	桃園縣	無營養標示	財亞有限公司	2010-03-06	府衛食字0990012573號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
枸杞	紀○貴	雲林縣	標示不符	現場	2010-09-24	府衛食字0997001322號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
香菇精粉	又品實業有限公司	台北縣	一般及營養標示不符	興玖行	2010-03-10	北府衛藥字0990024021號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
太陽果精露	果之園生物科技股份有限公司	高雄縣	標示不符	台中縣衛生局	2010-03-04	府衛藥食字0990041938號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
郭金山牛軋糖	郭金山食品企業社	基隆市	未標示內容物重量、有效日期、廠商名稱及營養標示	現場	2010-03-16	基府衛食貳字0990024568號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
冬蟲夏草新活力飲	金山食品有限公司	高雄縣	無營養標示	彰化縣衛生局	2010-03-25	府衛藥食字0990068067號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
保光明、護立維	玉栄堂生化科技股份有限公司	高雄市	標示不符	許教授服務處	2010-03-19	高市衛食字0990012720號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
小肥羊火鍋湯料	蕭○盈	台北縣	無中文及營養標示	網站	2010-03-22	北府衛藥字0990026458號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
豆皮	明宜食品有限公司	台北縣	標示不符	郭記商店	2010-03-23	北府衛藥字0990026057號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
特級岩鹽	活寶華有限公司	台中縣	標示不符	好省錢超市	2010-03-24	府授衛食藥字0990700365號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
centuple千沛塑靚膠囊	新萬仁化學製藥股份有限公司	台中縣	標示不符	嘉德藥局	2010-03-24	府授衛食藥字0990700366號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
三合一養生百寶、寶固精華錠、健渭爽基寧素、納豆紅麴膠囊	輝翎企業有限公司	雲林縣	營養標示不符	現場	2010-03-29	府衛食字0997000368號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
原味糖香冰糖	新王三元食品行	台北縣	一般及營養標示不符	永豐米糧行	2010-03-23	北府衛藥字0990028885號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
雞蛋麵	民源食品有限公司	台北縣	一般及營養標示不符	萊家便利店	2010-03-24	北府衛藥字0990036614號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
海苔酥	昇元商行	台北縣	一般及營養標示不符	亞都麻糬旗艦店	2010-03-24	北府衛藥字0990026248號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
美國發麵粉	瑞發食品行	台北縣	一般及營養標示不符	中平商店	2010-03-23	北府衛藥字0990032583號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
krupuk ikan鮮魚餅	東南亞國際事業有限公司	台北縣	無內容物名稱及重量、容量或數量及原產地不符	天競有限公司	2010-03-24	北府衛藥字0990032186號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
珍珠粉	諾哲亞有限公司	新竹市	標示不符	現場	2010-03-31	府授衛食字0990201021號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
牛梓元素膠囊	黃○仙	台中縣	未標示廠商電話及地址	青草中藥行	2010-04-08	府授衛食藥字0990700378號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
無籽甘草橄欖	喬鈺有限公司	台中縣	未標示食品添加物用途名稱	好省錢超市	2010-04-07	府授衛食藥字0990700379號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
賺錢湯	賺錢湯養生企業社	台北縣	僅標示廠商名稱及電話,未標示廠商地址,營養標示不符	民眾陳情	2010-04-07	北府衛藥字0990036612號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
芭樂乾	寬鴻食品行	台北縣	無中文及營養標示	新光源商行	2010-04-07	北府衛藥字0990036608號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
小肥羊火鍋湯料	彭○華	台北縣	無中文及營養標示	民眾檢舉	2010-04-07	北府衛藥字0990036615號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
澤山鈣離子A.D顆粒	持田產業有限公司	高雄市	營養標示不符	苰安藥妝生活館	2010-04-12	高市衛食字0990014868號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
黑木耳飲品	余○琴	台中市	未標示有效日期	民眾舉發	2010-04-06	府授衛食字0990090466號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
樹子餅辣味、人造奶油	椰加達有限公司	桃園縣	一般及營養標示不符	印尼商店	2010-04-15	府衛食字0990013038號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
阿公店苦瓜粉	陳○山	台南縣	無廠商電話、有效日期及營養標示	許教授服務處	2010-04-16	府衛食字0990069043號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
新濛濛口香糖	偉成食品工業社	彰化縣	無營養標示	福家生鮮超市	2010-04-19	府授衛食字0990022412號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
適康lutein 葉黃素膠囊、活力元能膠囊	人壽製藥廠股份有限公司	新竹市	標示不符	現場	2010-04-20	府授衛食字0990201054號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
谷和黃豆皮	谷和食品廠	台北縣	未標示廠商電話、製造日期及營養標示不符	妙年素食材料行	2010-04-19	北府衛藥字0990036611號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
柑梅糖果、寒梅糖	台灣高蜜食品實業有限公司	台中縣	未標示食品添加物名稱	高雄海洋技術學院員生消費合作社	2010-04-20	府授衛食藥字0990700380號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
諾貝兒寶貝顆粒	千之賀貿易有限公司	高雄市	標示不符	民眾檢舉	2010-04-21	高市衛食字09900016964號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
豪德水晶蘆薈罐	楊名國際股份有限公司	台中縣	無中文標示	惠康百貨公司超市	2010-04-22	府授衛食藥字0990701400號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
奶嘴糖	高一糖菓行	高雄市	標示不符	第八街生活百貨	2010-04-22	高市衛食字0990017223號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
大刈包	新台統食品有限 公司	台北縣	無營養標示	安樂市場	2010-04-21	北府衛藥字0990045164號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
三合一養生百寶、寶固精華錠、健渭爽基寧素、納豆紅麴膠囊	輝翎企業有限公司	雲林縣	營養標示不符	現場	2010-04-26	府衛食字0997000528號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
漬の菜	昱品農產行	雲林縣	標示不符	金如意有限公司	2010-04-27	府衛食字0997000532號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
無花果酵醋	張○民	雲林縣	一般及營養標示不符	高雄市政府衛生局	2010-04-27	府衛食字0997000545號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
速康樂、速康達纖維營養餐、野生束絲藻、速康健頂級綜合酵素、速康健養生綜合酵素、速康健活力綜合酵素	德妙光股份有限公司	苗栗縣	一般及營養標示不符	現場	2010-04-21	府衛食字0997700229號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
☆Wu YeAmis ☆Now Food L-Cysteine半胱氨酸500/100顆~現貨	成○梅	高雄市	未標示成分、內容物名稱及重量、容量或數量、廠商名稱、地址、電話、重量、有效日期、營養標示	網站	2010-04-26	高市衛食字0990018280號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
紅燒牛肉乾、蔥爆肉乾	勇伯手信坊	台北縣	未完整標示	現場	2010-05-03	北府衛藥字0990057690號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
原味軟息絲	蝦冰蟹醬國際有限公司	基隆市	無營養標示	現場	2010-05-03	府授衛食貳字0990043229號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
士盟維他命水果軟糖	士盟國際有限公司	台北縣	未標示原產地國及營養標示不符	柏林藥局	2010-05-04	北府衛藥字0990057182號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
魚露	民星食品廠	台北縣	未標示禸容物名稱及重量、容量或數量、食品添加物名稱、有效日期、原產地國及營養標示	俊耀食品有限公司	2010-05-04	北府衛藥字0990057158號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
愛玉子	林○億	台南縣	無營養標示	添祥商店	2010-05-05	府衛食字0990106621號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
小魚豆鼓	久樂食品有限公司	台北縣	營養標示不符	吳秀蓮蔬果行	2010-05-05	北府衛藥字0990054865號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
豆瓣醬	三豐食品工廠	台北縣	標示不符	愛心雜糧行	2010-05-05	北府衛食字0990058861號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
黑豆蔭油	三珍醬油工廠	雲林縣	無營養標示	恒大雜貨店	2010-05-11	府衛食字0997000614號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
蔓越莓果仁牛軋糖	潤德居食品有限公司	台北縣	營養標示不完整、無效期、未標示原產地	東昇食品行	2010-05-13	北府衛藥字0990058651號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
川伯壼底蔭豆鼓	川伯食品有限公司	雲林縣	營養標示不符	忠聯商行	2010-05-17	府衛食字0997000638號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
野戰豬肉乾	欣欣生技食品股份有限公司	雲林縣	營養標示不符	友聯商行	2010-05-18	府衛食字0997000647號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
維格木寡糖膠囊	維格生技有限公司	台北縣	標示不符	博昇藥局	2010-05-17	北府衛食藥字0990067503號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
智慧王dha70%精純軟膠囊	凌統藥品有限公司	高雄市	標示不符	仁愛藥師藥局	2010-05-24	高市衛食字0990024520號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
鮭魚鬆	建榮冷凍食品有限公司	高雄市	標示不符	遠百企業股份有限公司	2010-05-21	高市衛食字0990022537號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
巧克力甜心麵包	永豐食品廠	雲林縣	標示不符	宜蘭縣政府衛生局	2010-05-25	府衛食字0997000696號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
加拿大naatural factors藍莓	李○瑜	台中市	無中文標示	網站	2010-05-25	府授衛食字0990144894號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
必盛氏琉璃苣（軟膠囊食品）	必盛氏漢補養生食品有限公司	新竹市	未標示產地及營養標示不符	現場	2010-05-24	府授衛食字0990201195號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
維他命c+鈣片	富茂香生物科技有限公司	台北縣	標示不符	永合藥局	2010-05-24	北府衛藥字0990067484號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
香山牧場國產鮮乳	香山牧場酪農有限公司	新竹市	標示不符	現場	2010-05-27	府授衛食字0990201213號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
高鈣牧草芝麻粉	松鼎實業股份有限公司	雲林縣	標示不符	金門縣衛生局	2010-05-28	府衛食字0997000716號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
章魚燒	陳○水	彰化縣	無有效日期	銓友素食	2010-05-27	府授衛食字0990022566號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
草莓方形威化酥	敫茂貿易有限公司	高雄市	標示不符	康柏企業社	2010-05-31	高市衛食字0990024384號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
愛加巧克力米	愛加食品有限公司	台北縣	營養標示不符	金省錢有限公司	2010-05-26	北府衛藥字0990067476號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
士盟關立健葡萄糖胺複合錠	士盟國際有限公司	台北縣	以英文標示製造廠商名稱及廠址未以中文加註原產地國標示及營養標示不符	永承藥局	2010-05-27	北府衛藥字0990073445號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
大和蜆肝助、攝復通軟膠囊	內外化學工業股份有限公司	雲林縣	無標示廠商地址、電話、營養標示不符	高雄縣政府衛生局	2010-06-08	府衛食字0997000758號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
純胡麻油	味佳香食品廠有限公司	台中縣	有效日期黏貼、未標示容量、廠址電話錯誤及營養標示不符	妙蓮素食材料行	2010-06-09	府授衛食藥字0990701409號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
桂圓紅棗茶糖	信明食品股份有限公司	台北縣	營養標示不符	台灣楓港超市	2010-06-01	北府衛藥字0990074902號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
順暢美型的酵素	程森生物科技有限公司	台北縣	標示不符	吉新西藥房	2010-06-01	北府衛藥字0990071743號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
野人蔘	賴○仁	台北縣	標示不符	南投縣政府衛生局	2010-06-04	府衛食字0997000615號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
健王四季茶	永全中藥行	雲林縣	無營養標示	現場	2010-06-07	府衛食字099700744號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
米苔目	新高州食品行	高雄市	無食品標示	陳祈賓	2010-06-02	府衛藥字0990136542號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
第二代護眼清	天良生物科技企業股份有限公司	台北縣	標示不符	新竹縣警察局	2010-06-02	北府衛藥字0990071104號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
誠泰蔭油	誠泰醬油食品商行	雲林縣	標示不符	南投縣政府衛生局	2010-06-10	府衛食字0997000776號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
金茸	大森食品企有限公司	彰化縣	營養標示不符	詹家便利商店	2010-06-10	府授衛食字0990022598號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
元宵粉	信成股份有限公司	台北縣	未標示原產地之製造廠及廠址及營養標示不符	健豐免洗餐具	2010-06-09	北府衛藥字0990079539號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
韓國人蔘茶	七盛寶企業有限公司	台北縣	標示不符	松青商業股份有限公司	2010-06-09	北府衛藥字0990071937號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
梅粉	富酆實業有限公司	台北縣	營養標示不符	川島之味商號	2010-06-09	北府衛食字0990071988號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
河粉	建美食品有限公司	台北縣	標示不符	至季冠行	2010-06-09	北府衛藥字0990079322號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
松鼎麥茶	松鼎實業股份有限公司	雲林縣	標示不符	台灣產經股份有限公司	2010-06-11	府衛食字0997000786號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
溫感生軋糖	吾穀咱糧實業有限公司	台北縣	未標示廠商名稱地址	執行長國際有限公司	2010-06-10	北府衛藥字0990079321號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
蜜香茶	杉德茶行	雲林縣	無營養標示	冠茗茶葉	2010-06-15	府衛食字0997000800號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
八仙果、特級甘蔘	富勝貿易有限公司	台中縣	標示不符	元氣屋藥局	2010-06-14	府授衛食藥字0990701377號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
米豆漿	許○義	台中縣	一般標示及營養標示不符	合成興商店	2010-06-14	府授衛食藥字0990701380號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
磨菇醬、黑胡椒醬	台塑調理有限公司	台中縣	營養標示不符	台中市衛生局	2010-06-14	府授衛食藥字0990701378號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
杏仁粉	台灣小廚企業有限公司	台中縣	營養標示不符	台糖量販店	2010-06-14	府授衛食藥字0990701379號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
老骨定膠囊	金活帖本舖有限公司	雲林縣	無中文標示	現場	2010-06-15	府衛食字0997000795號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
蚵仔麵線	又品實業有限公司	台北縣	標示不符	總鋪師食品有限公司	2010-06-17	北府授衛藥字0990079089號	食品衛生管理法第17條	處新台幣3萬元罰鍰	
