衛署健食字第A00226號	衛署健食字	三益高積能牛蒡精華素膠囊	2012/11/26	三益事業有限公司	核可	綠原酸;總多酚	胃腸功能改善	經動物試驗證實：有助於胃黏膜之保護作用。		1.孕婦及哺乳期婦女不宜食用。2.均衡飲食及適當運動為身體健康基礎。3.飲食前開封，如發現包裝破損或任何品質異常，請將整盒產品交回公司更換新品。	
衛署健食字第A00228號	衛署健食字	桂格幸福養身素	2012/12/28	佳格食品股份有限公司	核可	總多酚(以tannic acid計)	延緩衰老功能	1.有助於降低脂質過氧化物之產生。2.有助於增加紅血球中抗氧化酵素之活性。3.經易老化鼠動物實驗結果顯示，有助於延緩老化。		(1)請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康的基礎。(2)有乳糖不耐症者，食用前請先洽詢醫師或營養師意見。	
衛署健食字第A00229號	衛署健食字	黃金蜆蛋白膠囊	2013/1/30	兆鴻生技股份有限公司	核可	肝醣;精胺酸	護肝功能（針對化學性肝損傷）	經動物實驗證實，對於四氯化碳誘發之大鼠肝臟損傷，有助於降低血清中AST (GOT)和ALT (GPT)值。	GOP、GPT值持續異常升高可能是肝病變所引起，請立即就醫。	1. 身體體質特殊者，請先諮詢醫生、藥師指示。2. 包裝如有破損或封裝不良，請勿食用。3. 請直接吞服膠囊，勿嚼碎或浸泡。	
衛署健食字第A00231號	衛署健食字	益淨麴紅麴膠囊	2013/2/7	晨暉生物科技股份有限公司	核可	Monacolin K;Monascin;Ankaflavin	調節血脂功能	經動物實驗證實，有助於降低血中總膽固醇。	(1)患有嚴重疾病、感染症、肝病或經外科手術等情況者請勿食用。(2)生理期、懷孕及授乳期間請依照醫師指示食用。(3)是否適用於膽固醇之控制，應先徵詢醫師。(4)本產品不應替代藥品使用。(5)若身體出現不適請先停止食用。(6)請勿與葡萄柚及葡萄柚果汁同時食用。	(1)請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。(2)本產品不能治療矯正任何疾病，有病者仍需就醫。(3)多食或過量無益。(4)本產品請放置陰涼、乾燥處保存，並避免幼兒自行食用。(5)本產品若經拆封恕無法退貨，敬請見諒。	
衛署健食字第A00233號	衛署健食字	紐崔萊複合乳酸菌	2013/3/7	安麗日用品股份有限公司	核可	總乳酸菌	胃腸功能改善	有助於增加腸內益生菌。		請勿任由兒童自行取食。	
衛署健食字第A00234號	衛署健食字	醣の安欣膠囊	2013/1/25	葡萄王生技股份有限公司	核可	ρ-酪醇(ρ-Tyrosol);紅景天苷(Salidroside)	調節血糖功能	經動物實驗證實：對於餐後血糖具有輔助調節作用。	1. 本產品不應代替藥品使用。2. 懷孕、15歲以下小孩或授乳期間婦女，請勿食用。3. 易腹瀉體質者，應避免食用;食用本品若有腹瀉者，請停止食用並諮詢醫師。	1. 請小心存放，避免孩童取用。2. 若服用藥物，請先洽詢醫師意見，再決定是否食用。3. 請洽詢醫師或營養師有關食用本品之意見;均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食規字第000025號	衛署健食規字	常介清®黃金魚油膠囊	2013/3/12	天良生物科技企業股份有限公司	核可	Omega-3 acids (EPA+DHA)	魚油（規格標準）-調節血脂功能	本產品可能有助於降低血中三酸甘油酯；其功效乃由學理得知，非由實驗確認。	正在服用抗凝血劑者，例如：阿斯匹靈…等凝血功能不全者及嬰幼兒、孕婦或糖尿病患者，食用前請先徵詢醫師意見。	(1)食用前應徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。(2)本產品不能治療矯正任何疾病，有病者仍需就醫。(3)多食或過量無益。	
衛署健食規字第000026號	衛署健食規字	信東紅麴膠囊	2013/2/5	信東生技股份有限公司園區分公司	核可	Monacolin K	紅麴（規格標準）-調節血脂功能	本產品可能有助於降低血中總膽固醇；其功效由學理得知，非由實驗確認。	(1)患有嚴重疾病、感染症、肝病或經外科手術等情況者，請勿食用。(2)是否適用於膽固醇之控制，應先徵詢醫師。(3)本產品不應替代藥品使用。	(1) 請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。(2)本產品不能治療矯正任何疾病，有病者仍需就醫。(3)多食或過量無益。	
衛署健食字第A00209號	衛署健食字	中油生技大豆胚芽錠	2013/3/12	台灣中油股份有限公司煉製研究所	核可	總異黃酮	骨質保健功能	依據動物實驗結果：食用本產品對於停經之婦女有助於骨質保健。	（1）請依建議攝取量食用，多食無益。（2）本產品不應替代藥品使用。	（1）痛風者不建議使用。（2）請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。（3）孕婦使用前請先徵詢醫師或營養師意見。	
衛署健食規字第000027號	衛署健食規字	諾得®頂級紅麴膠囊	2013/5/2	天良生物科技企業股份有限公司	核可	Monacolin K	紅麴（規格標準）-調節血脂功能	本產品可能有助於降低血中總膽固醇；其功效由學理得知，非由實驗確認。	(1) 患有嚴重疾病、感染症、肝病或經外科手術等情況者，請勿食用。(2) 是否適用於膽固醇之控制，應先徵詢醫師。(3) 本產品不應替代藥品使用。	(1) 請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當      的運動為身體健康之基礎。(2) 本產品不能治療矯正任何疾病，有病者仍需就醫。(3) 多食或過量無益。	
衛署健食規字第000028號	衛署健食規字	TS6®純淨紅麴膠囊	2013/6/10	天賜爾生物科技股份有限公司	核可	Monacolin K	紅麴（規格標準）-調節血脂功能	本產品可能有助於降低血中總膽固醇；其功效由學理得知，非由實驗確認。	(1) 患有嚴重疾病、感染症、肝病或經外科手術等情況者，請勿食用。(2) 是否適用於膽固醇之控制，應先徵詢醫師。(3) 本產品不應替代藥品使用。	(1) 請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當      的運動為身體健康之基礎。(2) 本產品不能治療矯正任何疾病，有病者仍需就醫。(3) 多食或過量無益。	
衛署健食規字第000029號	衛署健食規字	王子生技紅麴膠囊	2013/4/15	王子製藥股份有限公司	核可	Monacolin K	紅麴（規格標準）-調節血脂功能	本產品可能有助於降低血中總膽固醇；其功效由學理得知，非由實驗確認。	(1) 患有嚴重疾病、感染症、肝病或經外科手術等情況者，請勿食用。(2) 是否適用於膽固醇之控制，應先徵詢醫師。(3) 本產品不應替代藥品使用。	(1) 請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當      的運動為身體健康之基礎。(2) 本產品不能治療矯正任何疾病，有病者仍需就醫。(3) 多食或過量無益。	
衛署健食規字第000030號	衛署健食規字	皇牌紅麴膠囊	2013/6/3	京都念慈菴藥廠股份有限公司	核可	Monacolin K	紅麴（規格標準）-調節血脂功能	本產品可能有助於降低血中總膽固醇；其功效由學理得知，非由實驗確認。	(1) 患有嚴重疾病、感染症、肝病或經外科手術等情況者，請勿食用。(2) 是否適用於膽固醇之控制，應先徵詢醫師。(3) 本產品不應替代藥品使用。	(1) 請徵詢醫師、藥師或營養師有關食用本品之意見；均衡的飲食及適當      的運動為身體健康之基礎。(2) 本產品不能治療矯正任何疾病，有病者仍需就醫。(3) 多食或過量無益。	
衛署健食字第A00001號	衛署健食字	威望身寶寧	1999/11/22	維達有限公司	核可	EPA, DHA 蒜素 (ALLICIN)	調節血脂功能	1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。 3.有助於降低血中三酸甘油酯。 4.有助於減少發生腦心血管疾病的危險因子。			
衛署健食字第A00002號	衛署健食字	賜多利奶粉	2000/7/1	連法國際實業股份有限公司	失效	總免疫球蛋白 G 、 特定免疫球蛋 G	調節血脂功能	1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。 3.有助於減少動脈硬化之危險因子。	警語：對牛乳過敏者不適用。乳糖不耐者請遵詢專業醫事人員建議飲用。輕微乳糖不耐者可每次減量飲用，待適應後再逐漸增量。 (逾期未辦理展延，自94年7月2日起自動失效。已另重新申請，詳見「衛署健食字第A00072號」)		
衛署健食字第A00003號	衛署健食字	雙鶴極品靈芝(膠囊及粉劑)	2000/7/24	勇健工業股份有限公司	核可	靈芝三帖類、 靈芝多醣體	免疫調節功能,護肝功能（針對化學性肝損傷）	(一)根據動物及體外試驗結果顯示具有下列功效： 1.有助於促進抗體生成。 2.有助於促進免疫細胞增生能力。 3.有助於調節T細胞功能。 4.有助於促進自然殺手細胞活性。 5.有助於促進吞噬細胞活性。 (二)根據動物試驗結果，對四氯化碳誘發大鼠肝臟的損傷有下列功效： 1.有助於降低血清GOT、GPT值。 2.有助於增加肝臟蛋白質含量。		●請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00004號	衛署健食字	如新華茂紅麴清醇膠囊	2000/7/24	美商如新華茂股份有限公司台灣分公司	核可	HMG-CoA 還原酵素抑制劑	調節血脂功能	1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。 3. 有助於減少發生腦心血管疾病的危險因子。	●患有嚴重疾病、感染症、肝病或外科手術等情況，請勿食用。●是否適用於膽固醇之控制，應先諮詢醫師。●本產品不應替代藥品使用。	●請小心存放，避免兒童自行取用。若正值懷孕、授乳或服用藥物等情況，請先諮詢醫師或營養師食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。●為了要維護產品品質，請至於陰涼乾燥處，避免高溫和日照。如發現包裝破損或有任何異常，請將整瓶產品交由直銷商送回公司更換新品。	
衛署健食字第A00005號	衛署健食字	歐妙精製魚油膠囊	2000/7/24	台灣阿斯特捷利康股份有限公司	失效	EPA ethyl ester, DHA ethyl ester	調節血脂功能	1.有助於降低血中三酸甘油酯。	1.併用抗凝血劑時需注意,可能會有出血時間延長現象,需嚴密監測並適時調整抗凝血劑。2.肝功能不良病人應定期監測肝功能指數。3.懷孕期間使用之安全性尚未確立,孕婦或可能懷孕之婦女不建議使用本品		
衛署健食字第A00007號	衛署健食字	賜多利奶粉	2000/9/29	連法國際實業股份有限公司	核可	1. 總免疫球蛋白 G 2. 特定免疫球蛋 G	調節血脂功能,免疫調節功能,胃腸功能改善	I. 腸胃功能改善功能: 「經 I動物實驗結果證實： 1. 有助於降低腸道細菌感染。 2, 有助於增加腸內益生菌。」 II. 調節血脂功能: 「1. 有助於降低血中總膽固醇。 2. 有助於降低血中低密度脂蛋白膽固醇。 3. 有助於減少動脈硬化之危險因子。」 III. 免疫調節功能: 「經動物實驗結果證實: 1. 有助於促進吞噬細胞活性。 2. 有助於促進自然殺手細胞活性。」	●對牛奶過敏者不適飲用。乳糖不耐者請遵循專業醫事人員建議飲用。●輕微乳糖不耐現象可每次減量使用，待適應後再逐漸增量。●請夏群醫生或銀養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。		
衛署健食字第A00008號	衛署健食字	”高境界”免疫乳漿蛋白濃縮物	2000/10/20	笠達企業有限公司	核可	非變性乳漿蛋白 (Whey Protein,undenatured form)	免疫調節功能	產品以動物及體外實驗的結果顯示： 可促進體液（非細胞性）免疫反應。	特別對乳漿蛋白過敏者，器官移植者，避免使用本產品。	●請洽詢醫師或營養師有關使用本品之意見，均衡的飲食及式當的運動為身體健康之基礎。●本產品避免使用電動攪拌機器，僅適合以雪克杯手工溫和的搖動，以避免破壞使其變性。	
衛署健食字第A00009號	衛署健食字	羅根雙歧桿菌	2000/11/22	味全食品工業股份有限公司	核可	雙歧桿菌BB536 （Bifidobacterium longum BB536）	胃腸功能改善	經動物實驗證實：有助於增加腸內益生菌。		●請洽群醫師或營養師有關食用本品之意見，均衡飲食及適當運動為身體健康之基礎。●請勿讓孩童自行取用。	
衛署健食字第A00010號	衛署健食字	桂格原片原味大燕麥片	2000/11/22	佳格食品股份有限公司	核可	β-聚葡萄醣 (β-glucan)	調節血脂功能	每天一碗燕麥片配合低飽和脂肪及低膽固醇飲食： 1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。3.有助於減少發生心血管疾病的危險因子。		●請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00011號	衛署健食字	桂格即沖即食大燕麥片	2000/11/26	佳格食品股份有限公司	核可	β-聚葡萄醣 (β-glucan)	調節血脂功能,不易形成體脂肪功能	(一)調節血脂功能每天一碗桂格燕麥片，配合低飽和脂肪及低膽固醇飲食。1.有助於降低血中總膽固醇。2.有助於降低血中低密度脂蛋白膽固醇。3.有助於減少發生心血管疾病的危險因子。(二)不易形成體脂肪功能經動物實驗證實：有助於減少體脂肪之形成。	●攝取本產品應取代等量之日常穀類飲食。多食無益。	●請至於陰涼乾爽處，製造與有效日期標示於盒上(西元年/月/日)●請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00012號	衛署健食字	奧利多碳酸飲料	2000/12/12	金車股份有限公司	核可	寡醣（含異麥芽寡醣及半乳糖寡醣）	胃腸功能改善	有助於改善腸內細菌菌相，增加腸Bifidus菌菌數。		●欲達保健功效，每日之攝取量應達300毫升(兩瓶)●請洽詢醫師及營養師有關食用本品之意見，均衡的飲食即適當的運動為身體健康之基礎。	
衛署健食字第A00013號	衛署健食字	味全優酪乳	2001/1/15	味全食品工業股份有限公司	失效	保加利亞桿菌(Lactobacillus bulgaricus)、嗜熱鏈球菌(Streptococcus thermophilus)	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00014號	衛署健食字	豐力富高鈣低脂奶粉	2001/3/22	香港商安佳 (遠東) 有限公司台灣分公司	失效	比菲德氏菌 Bifidobacterium lactis HN019 (DR10TM)	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00015號	衛署健食字	雙鶴極品靈芝(膠囊及粉劑)	2002/4/20	勇健工業股份有限公司	併証	靈芝三帖類、 靈芝多醣體	免疫調節功能,護肝功能（針對化學性肝損傷）	(一)根據動物及體外試驗結果顯示具有下列功效： 1.有助於促進抗體生成。 2.有助於促進免疫細胞增生能力。 3.有助於調節T細胞功能。 4.有助於促進自然殺手細胞活性。 5.有助於促進吞噬細胞活性。 (二)根據動物試驗結果，對四氯化碳誘發大鼠肝臟的損傷有下列功效： 1.有助於降低血清GOT、GPT值。 2.有助於增加肝臟蛋白質含量。			
衛署健食字第A00016號	衛署健食字	複合益生菌	2001/4/23	味全食品工業股份有限公司	核可	雙歧桿菌 (B.longum BB536 +B.lactis Bb12)	胃腸功能改善	有助於增加腸內益生菌。		●請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00017號	衛署健食字	威望佳美鈣	2001/6/1	維達有限公司	核可	鈣、維生素Ｄ3、鎂、鋅	骨質保健功能	本產品提供吸收良好之鈣質，可幫助骨質保健。			
衛署健食字第A00018號	衛署健食字	人生樂膠囊	2001/7/7	台灣百靈佳殷格翰股份有限公司	核可	總人參配醣體 (total ginsenosides)	免疫調節功能	1.可幫助增加吞噬細胞、自然殺手細胞的活性及抗體濃度。 2.可幫助增加紅血球攜氧量、減少肌肉中乳酸的產生。	●若食用後發生任何異於平常或非預期之反應，應諮詢醫師。	●對本品過敏或該配方中任一成分過敏者，請勿食用。●懷孕/哺乳：懷孕或哺乳期間，食用人生樂膠囊必須諮詢您的醫師。●請洽詢醫師或營養師食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。	
衛署健食字第A00019號	衛署健食字	福樂一番鮮鮮奶優酪乳	2001/12/25	佳乳食品股份有限公司	失效	總乳酸菌(包含Streptococcus thermophilus、Lactobacillus delbrueckii)	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00020號	衛署健食字	優沛蕾活菌球低脂原味活性醱酵乳	2001/12/25	佳乳食品股份有限公司	失效	總乳酸菌(包含Streptococcus thermophilus、Lactobacillus delbrueckii)、雙叉桿菌(龍根菌Bifidobacterium longum)	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00021號	衛署健食字	福樂一番鮮草莓鮮奶優酪乳	2001/12/25	佳乳食品股份有限公司	失效	總乳酸菌(包含Streptococcus thermophilus、Lactobacillus delbrueckii)、雙叉桿菌(龍根菌Bifidobacterium longum)	胃腸功能改善	有助於增加腸內益生菌。			
衛署健食字第A00022號	衛署健食字	波爾益牙口香糖 (綠茶薄荷)	2002/3/25	金車股份有限公司	核可	木糖醇	牙齒保健功能	1.有助於減少口腔內的牙菌斑。 2.有助於減少牙菌斑內突變形鏈球菌數量（Streptococcus mutans）。 3.有助於降低蛀牙的發生率。	1. 少吃甜食，維持口腔衛生是防止蛀牙的最基本要素。2. 幼童食用本產品時請特別小心，切勿將其吞食。3. 食用本品如有任何過敏及不適，請立即停止食用。4.購買時包裝有破損或不全之情形，請勿食用。5.請洽詢醫師或營養師有裩食用本品之意見；均衡的飲食及適當的運動為身體健康之基礎。		
衛署健食字第A00024號	衛署健食字	光泉晶球優酪乳 - 低脂	2002/4/25	光泉牧場股份有限公司	核可	比菲德氏龍根菌(Bifidobacterium longum)	胃腸功能改善	有助於增加腸內益生菌。		●請洽詢醫師或營養師有關食用本品之意見；均衡飲食及適當運動為身體健康之基礎。	
衛署健食字第A00025號	衛署健食字	桂格成長奶粉健康三益菌配方	2002/5/20	佳格食品股份有限公司	失效	總乳酸菌（含Lactobacillus acidophilus 與Lactobacillus casei）、比菲德氏菌（Bifidobacterium lactis）	胃腸功能改善	有助於 1.增加腸內益菌。2.減少腸內害菌（Clostridium perfringens）。 3.改善腸內細菌菌相。			
衛署健食字第A00026號	衛署健食字	桂格三寶燕麥	2002/9/5	佳格食品股份有限公司	核可	β-聚葡萄醣 (β-glucan)	調節血脂功能	每天至少130公克三寶燕麥配合低飽和脂肪及低膽固醇飲食： 1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。 3.有助於減少發生心血管疾病的危險因子。		●請置於陰涼乾爽處，開封後，請放置冰箱冷藏，製造與有效日期，標於盒上。	
衛署健食字第A00027號	衛署健食字	金車Nature House乳酸活菌複方膠囊	2002/9/25	金車股份有限公司	核可	比菲德氏菌(B. lactis)、活性乳酸菌(B. lactis + L. acidophilus + E. faecium + L. paracasei)	胃腸功能改善	經動物實驗證實，有助於增加腸內Bifidus菌。		1.請小心存放，避免孩童自行拿取。2.請洽詢醫師或營養師有關食用本品之意見；均衡飲食及適當運動為身體健康之基礎。3.如有品質不符之處，請紀錄購買日期、店名連同產品寄至下述地址，本公司將寄送新品及郵資。	
衛署健食字第A00028號	衛署健食字	葡萄王LGG特益菌	2002/10/25	葡萄王企業股份有限公司	核可	Lactobacillus casei sp. rhamnosus GG	胃腸功能改善	經實驗結果證實，有助於增加腸內乳酸菌菌數。	一歲以下的嬰兒不得食用。	請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當之運動為身體健康之基礎。	
衛署健食字第A00029號	衛署健食字	金車Nature House甲殼素複方膠囊	2002/12/12	金車股份有限公司	核可	幾丁聚醣、類黃酮	調節血脂功能	1.有助於降低血中總膽固醇。 2.有助於降低血中低密度脂蛋白膽固醇。 3.有助於減少動脈硬化之危險因子。	1. 對魚蝦過敏者建議不可食用；2. 糖尿病患者請遵循專業醫事人員建議食用；3. 兒童及患有腸胃道疾病或腸胃道功能較差者，請勿食用。或食用前應請先洽詢醫師或營養師意見；4. 請勿過量食用，以免造成腸胃功能受損。		
衛署健食字第A00030號	衛署健食字	高鈣脫脂奶粉	2003/1/10	佳格食品股份有限公司	核可	總乳酸菌（含Lactobacillus acidophilus 與Lactobacillus casei）、比菲德氏菌（Bifidobacterium lactis）	調節血脂功能,胃腸功能改善	有助於1.增加腸內益菌。2.減少腸內害菌（Clostridium perfringens）。3.改善腸內細菌菌相。經動物實驗證實:1.可降低血中三酸甘油酯。2.可降低血中低密度脂蛋白膽固醇。3.可增加血中高密度脂蛋白膽固醇。		●請洽詢醫師或營養師有關食用本品之意見，均衡的飲食及適當的運動為身體健康之基礎。●有乳糖不耐症者，食用前請先洽詢醫師或營養師意見。	
衛署健食字第A00031號	衛署健食字	益百康	2003/1/20	多得麗富股份有限公司	核可	EPA、 DHA	調節血脂功能	有助於降低血中三酸甘油酯。	●對海產過敏者，請向醫生諮詢。	●請置放在小孩碰不到的地方。●均衡飲食為身體健康之基礎，請洽詢營養師或醫師有關食用本品之意見。●本品不具醫療效能。	
衛署健食字第A00032號	衛署健食字	養樂多活菌發酵乳	2003/1/21	養樂多股份有限公司	核可	代田乳酸菌 (Lactobacillus casei Shirota)	胃腸功能改善	1.養樂多代田菌(L. casei Shirota)能通過胃酸及膽鹽考驗，讓腸內有益菌增加 2.有助於減少腸內有害菌(Clostridium perfringens) 3.有助於改善腸內細菌菌相 4.有助於促進腸道運動		●欲達保健功效請每天飲用兩瓶(200毫升)。●請洽詢醫師或營養師有關飲用本產品之意見；均衡的飲食及適當的運動，為身體健康的基礎。●本產品添加砂糖，請注意熱量攝取。	
