衛署醫器製字第000166號	EACH ROLL CONTAINS:	ZINC OXIDE	20	20.0000000000	%	
衛署醫器製字第000168號	EACH PIECE (7.5CM*1.8CM) CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000169號	EACH PIECE (18MM*20MM) CONTAINS:**	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	(0.1%SOL'N) 1		MG	
衛署醫器製字第000170號	EACH PIECE (7.5CM*1.8CM) CONTAINS:**	MERBROMIN	2	2.0000000000	MG	
衛署醫器製字第000171號	EACH PLASTER (7.62CM*457.2CM) 50G CON.:	RUBBER	(NATURAL)25		GM	
衛署醫器製字第000171號	EACH PLASTER (7.62CM*457.2CM) 50G CON.:	ZINC (OXIDE,CARBONATE,ACETATE)	16	16.0000000000	GM	
衛署醫器製字第000171號	EACH PLASTER (7.62CM*457.2CM) 50G CON.:	COLOPHONY (EQ TO ROSIN)	9	9.0000000000	GM	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	MERBROMIN	* 2		MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	ADHESIVE PLASTER				
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	POLYISOBUTYLENE	200	200.0000000000	MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	ZINC OXIDE	100	100.0000000000	MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	100	100.0000000000	MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	100	100.0000000000	MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	PICCOLYTE S-155 (TERPENE RESINE)	140	140.0000000000	MG	
衛署醫器製字第000172號	EACH PIECE PLASTER CONTAINS: **	HEPTANE	1.2	1.2000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	*  2		MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	ADHESIVE PLASTER				
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	POLYISOBUTYLENE	100	100.0000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	ZINC (OXIDE,CARBONATE,ACETATE)	50	50.0000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	50	50.0000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	50	50.0000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	PICCOLYTE S-155 (TERPENE RESINE)	70	70.0000000000	MG	
衛署醫器製字第000179號	EACH PIECE CONTAINS:**	HEPTANE	0.6	0.6000000000	ML	
衛署醫器製字第000180號	EACH M**2 CONTAINS:	ZINC (OXIDE,CARBONATE,ACETATE)	12	12.0000000000	GM	
衛署醫器製字第000180號	EACH M**2 CONTAINS:	LANOLIN ANHYDROUS (WOOL FAT)(WOOL GREASE)	8	8.0000000000	GM	
衛署醫器製字第000180號	EACH M**2 CONTAINS:	RUBBER	20	20.0000000000	GM	
衛署醫器製字第000180號	EACH M**2 CONTAINS:	RESIN	20	20.0000000000	GM	
衛署醫器製字第000180號	EACH M**2 CONTAINS:	TOLUENE			Q.S.	
衛署醫器製字第000193號	EACH PIECE CONTAINS: **	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	(0.2%SOL'N)0.1		ML	
衛署醫器製字第000194號	EACH PIECE CONTAINS: **	MERBROMIN	(2%SOL'N) 0.1		ML	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	POLYISOBUTYLENE	(1-1) 200		MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	ZINC OXIDE	100	100.0000000000	MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	100	100.0000000000	MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	100	100.0000000000	MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	PICCOLYTE S-155 (TERPENE RESINE)	(S-115) 140		MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	HEPTANE	1.2	1.2000000000	MG	
衛署醫器製字第000196號	EACH PIECE(36MM*75MM)PLASTER CONTAINS:**	MERBROMIN	(2)     2		MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	POLYISOBUTYLENE	(1-1) 300		MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	ZINC OXIDE	150	150.0000000000	MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	150	150.0000000000	MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	105	105.0000000000	MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	PICCOLYTE S-155 (TERPENE RESINE)	210	210.0000000000	MG	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	HEPTANE	1.8	1.8000000000	ML	
衛署醫器製字第000197號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	MAFENIDE (HOMOSULFAMINE)	(2)(2%SOL'N)0.1		ML	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	POLYISOBUTYLENE	(1-1) 300		MG	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	ZINC OXIDE	150	150.0000000000	MG	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	150	150.0000000000	MG	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	150	150.0000000000	MG	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	PICCOLYTE S-155 (TERPENE RESINE)	210	210.0000000000	MG	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	HEPTANE	1.8	1.8000000000	ML	
衛署醫器製字第000198號	EACH PIECE (3IN*2IN) PLASTER CONTAINS:	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	(2)(20%SOL'N)  2		ML	
衛署醫器製字第000199號	EACH ROLL ADHESIVE PLASTER CONTINS:	RUBBER	(SYN.)  800		MG	
衛署醫器製字第000199號	EACH ROLL ADHESIVE PLASTER CONTINS:	RESIN	(SYN.) 400		MG	
衛署醫器製字第000199號	EACH ROLL ADHESIVE PLASTER CONTINS:	ZINC (OXIDE,CARBONATE,ACETATE)	300	300.0000000000	MG	
衛署醫器製字第000199號	EACH ROLL ADHESIVE PLASTER CONTINS:	TOLUENE	500	500.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	MERBROMIN	* 2		MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	ADHESIVE PLASTER				
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	POLYISOBUTYLENE	100	100.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	ZINC (OXIDE,CARBONATE,ACETATE)	50	50.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	50	50.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	50	50.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	PICCOLYTE S-155 (TERPENE RESINE)	70	70.0000000000	MG	
衛署醫器製字第000203號	EACH PIECE CONTAINS:**	HEPTANE	0.6	0.6000000000	ML	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	* 2		MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	ADHESIVE PLASTER				
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	POLYISOBUTYLENE	100	100.0000000000	MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	ZINC (OXIDE,CARBONATE,ACETATE)	50	50.0000000000	MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	ALUMINUM HYDROXIDE (ALUMINA HYDRATED)	50	50.0000000000	MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	LIQUID PARAFFIN (EQ TO LIQUID PETROLATUM)( EQ TO MINERAL OIL)	50	50.0000000000	MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	PICCOLYTE S-155 (TERPENE RESINE)	70	70.0000000000	MG	
衛署醫器製字第000204號	EACH PIECE CONTAINS:**	HEPTANE	0.6	0.6000000000	MG	
衛署醫器製字第000207號	EACH PIECE CONTAINS:**	MERBROMIN			Q.S.	
衛署醫器製字第000207號	EACH PIECE CONTAINS:**	ADHESIVE PLASTER			Q.S.	
衛署醫器製字第000221號	0.3M*M IN PVC ADHESIVE TAPE CONTAINS:	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	20	20.0000000000	MG	
衛署醫器製字第000224號	EACH FABRIC ADHESIVE TAPE CONTAINS:	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	0.5	0.5000000000	MG	
衛署醫器製字第000224號	EACH FABRIC ADHESIVE TAPE CONTAINS:	COTTON CLOTH BAND	2.5	2.5000000000	CM*CM	
衛署醫器製字第000225號	EACH PIECE CONTAINS:**NON-WOVEN CLOTH=3C	ETHACRIDINE LACTATE MONOHYDRATE (ACRINOL)	1	1.0000000000	MG	
衛署醫器製字第000234號	EACH M*M CONTAINS (PLASTIC TAPE):	RUBBER	16.5	16.5000000000	GM	
衛署醫器製字第000234號	EACH M*M CONTAINS (PLASTIC TAPE):	RESIN	24.75	24.7500000000	GM	
衛署醫器製字第000234號	EACH M*M CONTAINS (PLASTIC TAPE):	ZINC OXIDE	6.0	6.0000000000	GM	
衛署醫器製字第000234號	EACH M*M CONTAINS (PLASTIC TAPE):	TOLUENE			Q.S.	
衛署醫器製字第000235號	EACH PIECE CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000236號	EACH PIECE CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000237號	EACH PIECE CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000240號	EACH ML CONTAINS:	SODIUM CHLORIDE	8.5	8.5000000000	MG	
衛署醫器製字第000240號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	1	1.0000000000	MG	
衛署醫器製字第000240號	EACH ML CONTAINS:	THIMEROSAL (EQ TO SODIUM ETHYLMERCURITHIOSALICYLATE)	0.01	0.0100000000	MG	
衛署醫器製字第000240號	EACH ML CONTAINS:	PLURONIC	200	200.0000000000	MG	
衛署醫器製字第000240號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)			Q.S.	
衛署醫器製字第000240號	EACH ML CONTAINS:	WATER FOR INJECTION			Q.S.	
衛署醫器製字第000241號	EACH ML CONTAINS:	SODIUM CHLORIDE	9	9.0000000000	MG	
衛署醫器製字第000241號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	0.2	0.2000000000	MG	
衛署醫器製字第000241號	EACH ML CONTAINS:	CHLORHEXIDINE GLUCONATE	(SOL'N) 0.05		MG	
衛署醫器製字第000241號	EACH ML CONTAINS:	THIMEROSAL (EQ TO SODIUM ETHYLMERCURITHIOSALICYLATE)	0.01	0.0100000000	MG	
衛署醫器製字第000241號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC (eq to DISOD. HYDROGEN PHOSPHATE) (eq to DISODIUM PHOSPHATE)			Q.S.	
衛署醫器製字第000241號	EACH ML CONTAINS:	WATER FOR INJECTION			Q.S.	
衛署醫器製字第000242號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	MERBROMIN	(2%SOL'N) 1.3		ML	
衛署醫器製字第000242號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	EACH PIECE CONTAINS:	(2.2CM0)			
衛署醫器製字第000242號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	MERBROMIN	(2%SOL'N) 1.62		ML	
衛署醫器製字第000243號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	GENTIAN VIOLET	(1%SOL'N) 1.3		ML	
衛署醫器製字第000243號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ALCOHOL ANHYDROUS (ETHANOL DEHYDRATED)	0.13	0.1300000000	ML	
衛署醫器製字第000243號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	EACH PIECE CONTAINS:	(2.2CM0)			
衛署醫器製字第000243號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	GENTIAN VIOLET	(1%SOL'N) 1.62		ML	
衛署醫器製字第000243號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ALCOHOL ANHYDROUS (ETHANOL DEHYDRATED)	0.162	0.1620000000	ML	
衛署醫器製字第000244號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	POVIDONE-IODINE	(10%SOL'N) 1.3		ML	
衛署醫器製字第000244號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	EACH PIECE CONTAINS:	(2.2CM0)			
衛署醫器製字第000244號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	POVIDONE-IODINE	(10%SOL'N) 1.62		ML	
衛署醫器製字第000245號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ISOPROPYL ALCOHOL (2-PROPANOL)	(70%SOL'N) 1.24		ML	
衛署醫器製字第000245號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	EACH PIECE CONTAINS:	(2.2CM0)			
衛署醫器製字第000245號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ISOPROPYL ALCOHOL (2-PROPANOL)	(70%SOL'N) 1.53		ML	
衛署醫器製字第000246號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ETHACRIDINE	(0.1%SOL'N) 1.4		ML	
衛署醫器製字第000246號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	EACH PIECE CONTAINS:	(2.2CM0)			
衛署醫器製字第000246號	EACH PIECE (2.7CM*3.5CM) CONTAINS:**	ETHACRIDINE	(0.1%SOL'N) 1.73		ML	
衛署醫器製字第000247號	EACH PIECE CONTAINS:**	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000247號	EACH PIECE CONTAINS:**	WATER DISTILLED (EQ TO DISTILLED WATER)	1	1.0000000000	ML	
衛署醫器製字第000251號	EACH PIECE CONTAINS:	MAFENIDE (HOMOSULFAMINE)	2	2.0000000000	MG	
衛署醫器製字第000252號	EACH M2 CONTAINS:	CALCIUM SULFATE (HYDRATED CALCIUM SULFATE)	280	280.0000000000	GM	
衛署醫器製字第000253號	EACH GM ADHESIVE PLASTER CONTAINS:	ZINC OXIDE	220	220.0000000000	MG	
衛署醫器製字第000253號	EACH GM ADHESIVE PLASTER CONTAINS:	RESIN	250	250.0000000000	MG	
衛署醫器製字第000253號	EACH GM ADHESIVE PLASTER CONTAINS:	OLIVE OIL	50	50.0000000000	MG	
衛署醫器製字第000253號	EACH GM ADHESIVE PLASTER CONTAINS:	RUBBER	480	480.0000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	SODIUM CHLORIDE	9	9.0000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	SODIUM BORATE (SODIUM BIBORATESODIUM TETRABORATE	1.6	1.6000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	BORIC ACID	10.50	10.5000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSEHYDROMELLOSE)(HPMC)	1	1.0000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	POVIDONE (EQ TO POLYVINYL PYRROLIDONE)( EQ TO PVP ) ( EQ TO POLYVIDONE)(EQ TO POLYVINYLPYRROLIDONE)	18	18.0000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	THIMEROSAL (EQ TO SODIUM ETHYLMERCURITHIOSALICYLATE)	0.01	0.0100000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	CHLORHEXIDINE HCL	0.05	0.0500000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	EDETATE DISODIUM (EQ TO DISODIUM EDETATE)( EQ TO E.D.T.A. DISODIUM) (EQ TO EDTA -2NA)	1	1.0000000000	MG	
衛署醫器製字第000254號	EACH ML CONTAINS:	WATER DISTILLED (EQ TO DISTILLED WATER)	1	1.0000000000	ML	
衛署醫器製字第000255號	EACH ML CONTAINS:	SODIUM CHLORIDE	8.2	8.2000000000	MG	
衛署醫器製字第000255號	EACH ML CONTAINS:	SODIUM PHOSPHATE MONOBASIC (EQ TO MONOSODIUM PHOSPHATE)(EQ TO SODIUM DIHYDROGEN PHOSPHATE)	2.5	2.5000000000	MG	
衛署醫器製字第000255號	EACH ML CONTAINS:	SODIUM PHOSPHATE DIBASIC ANHYDROUS (EQ TO DISODIUM HYDROGEN PHOSPHATE ANHYDROUS)(EQ TO DIBASIC SODIUM PHOSPHATE ANHYDROUS)(DISODIUM PHOSPHATE ANHYDROUS)	2.5	2.5000000000	MG	
衛署醫器製字第000255號	EACH ML CONTAINS:	POLYVINYL ALCOHOL	14	14.0000000000	MG	
