核備函字號,類別,中文名稱,英文名稱,同一配方品牌,發證日期,有效日期,申請商名稱,申請商電話,申請商地址,劑型,包裝規格,成分,產地,簽審文件編號
"1046084993","嬰兒配方食品","雀巢能恩水解全護BL1部分水解蛋白嬰兒營養配方奶粉","NAN HA1 PLUS STARTER INFANT FORMULA","","2016-10-20","2021-10-20","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","400.00000公克;800.00000公克","LACTOSE;PROTEIN WHEY;HIGH OLEIC SUNFLOWER OIL;COCONUT OIL;LOW ERUCIC RAPESEED OIL;SUNFLOWER OIL;PALM OLEIN OIL;CALCIUM PHOSPHATE (TRIBASIC);MALTODEXTRIN;MAGNESIUM CHLORIDE;POTASSIUM CHLORIDE;POTASSIUM HYDROXIDE;FISH OIL (SOURCE OF DHA);L-ARGININE;POTASSIUM PHOSPHATE, DIBASIC;CITRIC ACID;SODIUM HYDROXIDE;SODIUM CHLORIDE;L-HISTIDINE;CHOLINE BITARTRATE;L-TYROSINE;VITAMIN C (SODIUM ASCORBATE);ARACHIDONIC ACID (AA) FROM M ALPINA OIL;TAURINE;INOSITOL;FERROUS SULFATE;TRYPSIN PORCINE;L-CARNITINE;ZINC SULFATE;BIFIDOBACTERIUM LACTIS;VITAMIN B5 (CALCIUM PANTOTHENATE);CMP;NICOTINAMIDE;VITAMIN E (DL-ALPHA-TOCOPHERYL ACETATE);UMP 2Na;AMP;COPPER SULFATE;GMP 2Na;VITAMIN B2 (RIBOFLAVIN);MIXED TOCOPHEROLS CON.(ANTIOXIDANTS);DRY VITAMIN A ACETATE;VITAMIN B1 (THIAMINE MONONITRATE);PYRIDOXIN HYDROCHLORIDE (VIT B6);L-ASCORBYL PALMITATE (ANTIOXIDANT);MANGANESE SULFATE;VITAMIN B9 (FOLIC ACID);POTASSIUM IODINE;VITAMIN K1 (PHYLLOQUINONE);SODIUM SELENATE;D-BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (CYANOCOBALAMIN)","德國","DHD0A460849932"
"0980406385","特殊醫療用途嬰兒配方食品","雀巢AL110無乳糖配方嬰兒奶粉","AL110 LACTOSE-FREE INFANT FORMULA","","2009-07-30","2019-07-30","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","400.00000公克","","荷蘭","DHD09804063852"
"1046033700","嬰兒配方食品","新安琪兒SUPERCARE嬰兒奶粉","NEOANGELAC PLUS SUPERCARE INFANT FORMULA","","2016-02-22","2021-02-22","端強實業股份有限公司","(02)7701-6888","台北市中山區松江路72號3樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY;HIGH OLEIC SUNFLOWER OIL;BETAPOL STRUCTURED OIL;RAPESEED OIL;MALTODEXTRIN;SKIMMED MILK;GALACTOOLIGOSACCHARIDE;FOS(FRUCTOOLIGOSACCHARIDE);WHEY;MILK PROTEIN CONCENTRATE;CALCIUM PHOSPHATE;SODIUM CITRATE;POTASSIUM CITRATE;CALCIUM CARBONATE;MAGNESIUM CHLORIDE;POTASSIUM HYDROXIDE;FERRIC PYROPHOSPHATE;ZINC SULPHATE;POTASSIUM IODINE;SODIUM SELENITE;COPPER SULPHATE;MANGANESE SULPHATE;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;FISH OIL (DHA);CITRIC ACID;SOYA LECITHIN;INOSITOL;VITAMIN C ( ASCORBIC ACID );NICOTINAMIDE;CALCIUM D PANTOTHENATE;DL-ALPHA-TOCOPHEROL (VITAMIN E);RETINOL PALMITATE;VITAMIN K1 (PHYLLOQUINONE);VITAMIN B2 (RIBOFLAVIN);VITAMIN D3 (CHOLECALCIFEROL);THIAMINE HYDROCHLORIDE (VIT B1);VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );FOLIC ACID;BIOTIN;TAURINE;L-CARNITINE;CHOLINE CHLORIDE;ANTIOXIDANT ASCORBYL PALMITATE;TOCOPHEROLS(ANTIOXIDANT)","法國","DHD0A460337001"
"1020002194","較大嬰兒配方輔助食品","育樂較大嬰兒奶粉","YOULUCK FOLLOW UP MILK FORMULA","","2013-02-19","2018-02-19","權鋒國際股份有限公司","23451356","台北市忠孝東路五段410號9樓之3","粉劑","800.00000公克","DEMINERALISED WHEY POWDER;PALM OIL;COCONUT OIL;SUNFLOWER OIL;SOY OIL;SKIMMED MILK POWDER;CREAM POWDER;GLUCOSE SYRUP SOLIDS;LACTOSE;WHEY PROTEIN CONCENTRATE;GALACTO-OLIGOSACCHARIDES;CALCIUM CARBONATE;CALCIUM CHLORIDE;POTASSIUM CITRATE;CALCIUM PHOSPHATE, TRIBASIC;SODIUM CITRATE;MAGNESIUM CHLORIDE;POTASSIUM IODIDE;FERROUS SULFATE;ZINC SULFATE;MANGANESE SULPHATE;COPPER SULPHATE;SODIUM SELENITE;CITRIC ACID;VIT C (ASCORBIC ACID);CHOLINE CHLORIDE;TAURINE;MYO-INOSITOL;L-CARNITINE;DL ALPHA TOCOPHEROL 100%(VIT E);VIT B3(NICOTINAMIDE);D-CALCIUM PANTOTHENATE;VIT B1 THIAMINE HYDROCHLORIDE;VIT A (RETINYL ACETATE);VIT B6 PYRIDOXINE HYDROCHLORIDE;VIT B2 RIBOFLAVIN;FOLIC ACID;PHYLLOQUINONE;VIT B8 D-BIOTINE;VITAMIN D (CHOLECALCIFEROL);VITAMIN B-12 (CYANOCOBALAMIN);ARASCO (ARACHIDONIC ACID SINGLE CELL OIL);DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);LACTOFERRIN;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;ADENOSINE 5’-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;BIFIDOBACTERIUM LACTIS BB-12","荷蘭","DHD0A200021943"
"1025020090","特殊醫療用途嬰兒配方食品","S-26金愛兒樂-LBW低出生體重嬰兒配方奶水（新世代配方）","S-26 SMA LBW GOLD READY TO FEED","","2013-04-30","2020-10-28","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","乳液狀","100.00000毫升","WATER;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;SKIMMED MILK POWDER;LACTOSE;SUNFLOWER OIL;COCONUT OIL;SOYBEAN OIL;REFINED PALM OIL;MEDIUM CHAIN TRIGLYCERIDES;SODIUM CITRATE;SOY LECITHIN;CALCIUM PHOSPHATE, TRIBASIC;CALCIUM CHLORIDE;POTASSIUM HYDROXIDE;VITAMIN C ( ASCORBIC ACID );POTASSIUM BICARBONATE;ARASCO (ARACHIDONIC ACID SINGLE CELL OIL);INOSITOL;CALCIUM CARBONATE;DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);SODIUM CHLORIDE;MAGNESIUM PHOSPHATE DIBASIC;FERROUS SULFATE;TAURINE;DL-ALPHA-TOCOPHERYL ACETATE;CHOLINE CHLORIDE;ZINC SULFATE;CITRIC ACID;NICOTINAMIDE;CALCIUM PANTOTHENATE;VITAMIN A PALMITATE;COPPER SULFATE;VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );VITAMIN B2 ( AS RIBOFLAVIN );FOLIC ACID;BETA-CAROTENE;MANGANESE SULPHATE;POTASSIUM IODIDE;PHYTONADIONE;BIOTIN;SODIUM SELENITE;VITAMIN B12 ( AS CYANOCOBALAMIN )","愛爾蘭","DHD0A250200907"
"0990010668","嬰兒配方食品","新安琪兒H+1水解蛋白配方嬰兒奶粉-新配方","NEOANGELAC PLUS H+1 HYDROLYZED PROTEIN INFANT FORMULA","","2011-01-17","2021-01-17","端強實業股份有限公司","(02)7701-6888","台北市中山區松江路72號3樓","粉劑","400.00000公克;900.00000公克","LACTOSE;PALM OIL;RAPESEED OIL;SUNFLOWER OIL;MALTODEXTRIN;HYDROLYSED WHEY PROTEIN;CITRIC ACID ESTERS OF MONO AND DIGLYCERIDES OF FATTY ACIDS;TRICALCIUM PHOSPHATE;TRISODIUM CITRATE DIHYDRATE;POTASSIUM CHLORIDE;DIPOTASSIUM PHOSPHATE;POTASSIUM HYDROXIDE;MAGNESIUM PHOSPHATE;FERROUS SULPHATE;ZINC SULPHATE;SODIUM SELENITE;POTASSIUM IODIDE;COPPER SULPHATE;MANGANESE SULPHATE;ARACHIDONIC ACID (AA) FROM M ALPINA;FISH OIL ( CONTAINS DHA );SODIUM L-ASCORBATE;NICOTINAMIDE;VIT E (DL-ALPHA-TOCOPHEROL);CALCIUM D-PANTOTHENATE;VITAMIN A(RETINYL PALMITATE);PHYLLOQUINONE 5%(VIT K1);RIBOFLAVIN(B2);VITAMIN B1 (THIAMINE HYDROCHLORIDE);PYRIDOXIN HYDROCHLORIDE (VIT B6);VITAMIN D3 (CHOLECALCIFEROL);FOLIC ACID;BIOTIN;CYANOCOBALAMINE 100%(VIT B12);L-TRYPTOPHAN;L-PHENYLALANINE;CHOLINE CHLORIDE;TAURINE;INOSITOL;ASCORBYL PALMITATE;TOCOPHEROLS;L-CARNITINE;L-TYROSINE","法國","DHD09900106681"
"0990056793","嬰兒配方食品","新安琪兒安哺嬰兒奶粉-酸化新配方","NEOANGELAC PLUS EXTRA CARE INFANT FORMULA","","2011-03-28","2021-03-28","端強實業股份有限公司","(02)7701-6888","台北市中山區松江路72號3樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY;PALM OIL;RAPESEED OIL;COCONUT OIL;SOYA OIL;MALTODEXTRIN;SKIMMED MILK;WHEY;WHEY PROTEIN CONCENTRATE;ARACHIDONIC ACID (AA) FROM M ALPINA;TRICALCIUM PHOSPHATE;MAGNESIUM CHLORIDE;POTASSIUM HYDROXIDE;CALCIUM CARBONATE;TRISODIUM CITRATE DIHYDRATE;FERROUS SULPHATE;ZINC SULPHATE;POTASSIUM IODIDE;SODIUM SELENITE;COPPER SULPHATE;MANGANESE SULPHATE;FISH OIL ( CONTAINS DHA );VIT C (ASCORBIC ACID);VIT E (DL-ALPHA-TOCOPHEROL);NICOTINAMIDE;RETINOL PALMITATE 1 000 000 IU/g(VIT A);CALCIUM D-PANTOTHENATE;VIT K1 (PHYTHONADIONE);VITAMIN D3 (CHOLECALCIFEROL);VIT B2 RIBOFLAVIN;THIAMINE HYDROCHLORIDE (VIT B1);VIT B6 PYRIDOXINE HYDROCHLORIDE;FOLIC ACID;BIOTIN;INOSITOL;CITRIC ACID;CHOLINE CHLORIDE;TAURINE;L-ASCORBYL PALMITATE;TOCOPHEROLS;L-CARNITINE;BETA CAROTENE","法國","DHD09900567937"
"1066004742","較大嬰兒配方輔助食品","金美滿寶貝較大嬰兒配方奶粉","MAMIBABY GOLD FOLLOW UP INFANT FORMULA","","2017-10-27","2022-10-27","佑爾康國際股份有限公司","07-3875571","高雄市三民區大昌二路65號10樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY POWDER;SKIMMED MILK;COCONUT OIL;SOYA OIL;HIGH OLEIC SUNFLOWER OIL;RAPESEED OIL;DOCOSAHEXANOIC ACID FROM Crythecodinium cohnii;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;LACTOSE;GALACTOOLIGOSACCHARIDE;MALTODEXTRIN;WHEY PROTEIN CONCENTRATE;LECITHIN OF SOYA;TAURINE;NUCLEOTIDE;MIXED TOCOPHEROL CONCENTRATE (ANTIOXIDANT);ANTIOXIDANT ASCORBYL PALMITATE;L-CARNITINE;FRUCTOOLIGOSACCHARIDES;VITAMIN A (RETINYL ACETATE);VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN B2 RIBOFLAVINE;CALCIUM D-PANTOTHENATE;VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE);FOLIC ACID;VITAMIN B12 (CYANOCOBALAMIN);VITAMIN C ( ASCORBIC ACID );VITAMIN D3 (CHOLECALCIFEROL);VITAMIN E (DL-ALPHA-TOCOPHERYL ACETATE);D-BIOTIN;PHYTOMENADIONE;NICOTINAMIDE;CHOLINE BITARTRATE;INOSITOL;DIPOTASSIUM HYDROGEN PHOSPHATE;POTASSIUM CHLORIDE;TRISODIUM CITRATE;MAGNESIUM SULFATE;TRICALCIUM PHOSPHATE;MANGANESE SULFATE;DISODIUM PHOSPHATE;FERROUS SULFATE;ZINC SULFATE;POTASSIUM IODIDE;SODIUM SELENITE;COPPER SULFATE;CMP;UMP 2Na;AMP;IMP 2Na;GMP 2Na","法國","DHD0A660047420"
"0980400066","嬰兒配方食品","佑爾康金貝親金配方嬰兒奶粉","UNIKID GOLD INFANT FORMULA","","2009-02-13","2019-02-13","佑爾康國際股份有限公司","07-3875571","高雄市三民區大昌二路65號10樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY POWDER;COCONUT OIL;PALM OIL;SOYA OIL;RAPE SEED OIL;ARACHIDONIC ACID;DHASCO (DOCOSAHEXAENOIC ACID SINGLE CELL OIL);MALTODEXTRIN;SKIMMED MILK;LACTOSE;INSTANT WHEY PROTEIN CONCENTRATE;LECITHIN OF SOYA;TOCOPHEROLS;NUCLEOTIDE (CMP/UMP/AMP/IMP/GMP);TAURINE;L-CARNITINE;CALCIUM CITRATE;POTASSIUM CHLORIDE;POTASSIUM BICARBONATE;MAGNESIUM CHLORIDE;TRISODIUM CITRATE DIHYDRATE;CALCIUM CHLORIDE;CALCIUM HYDROXIDE;FERROUS SULFATE;ZINC SULFATE;DISODIUM PHOSPHATE;MANGANESE OXIDE;POTASSIUM IODINE;SODIUM SELENITE;COPPER SULFATE;MANGANESE SULFATE;VITAMIN A ACETATE;VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN B2 RIBOFLAVINE;CALCIUM PANTOTHENATE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );FOLIC ACID;VITAMIN B12 ( AS CYANOCOBALAMIN );VITAMIN C ( ASCORBIC ACID );VITAMIN D3 (CHOLECALCIFEROL);VITAMIN E (AS D-ALPHA TOCOPHEROL ACETATE);BIOTIN;VITAMIN K1;NIACIN;CHOLINE BITARTRATE;INOSITOL","法國","DHD09804000662"
"0980400065","較大嬰兒配方輔助食品","佑爾康金貝親金配方較大嬰兒奶粉","UNIKID GOLD FOLLOW-UP INFANT FORMULA","","2009-02-13","2019-02-13","佑爾康國際股份有限公司","07-3875571","高雄市三民區大昌二路65號10樓","粉劑","400.00000公克;900.00000公克","SKIMMED MILK;COCONUT OIL;SOYA OIL;HIGH OLEIC SUNFLOWER OIL;ARACHIDONIC ACID;DOCOSAHEXAENOIC ACID FROM MICROALGAE;MALTODEXTRIN;LACTOSE;WHEY PROTEIN CONCENTRATE;LECITHIN OF SOYA;TOCOPHEROLS;NUCLEOTIDE (CMP/UMP/AMP/IMP/GMP);BIFIDOBACTERIUM;TAURINE;TRICALCIUM PHOSPHATE;FERROUS SULFATE;ZINC SULFATE;MAGNESIUM CHLORIDE;DISODIUM PHOSPHATE;DIPOTASSIUM PHOSPHATE;COPPER SULFATE;MANGANESE SULFATE;SODIUM SELENITE;POTASSIUM IODINE;VITAMIN A ACETATE;VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN B2 RIBOFLAVINE;CALCIUM PANTOTHENATE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );FOLIC ACID;VITAMIN B12 ( AS CYANOCOBALAMIN );VITAMIN C ( ASCORBIC ACID );VITAMIN D3 (CHOLECALCIFEROL);VITAMIN E (AS D-ALPHA TOCOPHEROL ACETATE);BIOTIN;VITAMIN K1;NIACIN;CHOLINE BITARTRATE;INOSITOL","法國","DHD09804000651"
"1046059565","嬰兒配方食品","BABYMIK佑爾康貝親SUPER+嬰兒配方奶粉","BABYMIK SUPER+ INFANT FORMULA","","2016-04-22","2021-04-22","佑爾康國際股份有限公司","07-3875571","高雄市三民區大昌二路65號10樓","粉劑","400.00000公克;900.00000公克","DEMINERALIZED WHEY POWDER;PALM OIL;COCONUT OIL;SOY OIL;RAPESEED OIL;DOCOSAHEXAENOIC ACID (DHA) (FROM C.cohnii OIL);ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;LACTOSE;SKIMMED MILK;GLUCOSE SYRUP;WHEY PROTEIN CONCENTRATE;SOYA LECITHIN;TAURINE;NUCLEOTIDE;CMP;UMP 2Na;AMP;IMP 2Na;GMP 2Na;MIXED TOCOPHEROL CONCENTRATE (ANTIOXIDANT);ANTIOXIDANT ASCORBYL PALMITATE;L-CARNITINE;VITAMIN A (RETINYL ACETATE);THIAMINE HYDROCHLORIDE (VIT B1);VIT B2 RIBOFLAVIN;CALCIUM D PANTOTHENATE;VIT B6 PYRIDOXINE HYDROCHLORIDE;FOLIC ACID;VITAMIN B12 (CYANOCOBALAMIN);VITAMIN C ( ASCORBIC ACID );VITAMIN D3 (CHOLECALCIFEROL);VIT E(DL-α-TOCOPHERYL ACETATE);D-BIOTIN;VITAMIN K1 (PHYLLOQUINONE);NIACINAMIDE;CHOLINE BITARTRATE;INOSITOL;CALCIUM CITRATE;POTASSIUM CHLORIDE;TRISODIUM CITRATE;MAGNESIUM SULFATE;TRICALCIUM PHOSPHATE;CALCIUM CARBONATE;POTASSIUM HYDROXIDE;DISODIUM PHOSPHATE;FERROUS SULFATE;ZINC SULFATE;POTASSIUM IODIDE;SODIUM SELENITE;COPPER SULFATE;MANGANESE SULFATE","法國","DHD0A460595654"
"0980406391","嬰兒配方食品","金選明治嬰兒配方食品","meiji INFANT FORMULA","","2009-07-31","2019-07-31","統一企業股份有限公司","06-2536789","台南市永康區鹽行里中正路301號","粉劑","900.00000公克;648.00000公克;432.00000公克","WHEY PROTEIN CONCENTRATE;PORK OLEIN OIL;SOYBEAN OIL;PALMKERNEL OIL;BUTTER FAT;REFINED FISH OIL;BUTTER MILK POWDER;CASEIN;FRUCTO OLIGOSACCHARIDES;MALTODEXTRIN;FERRIC PYROPHOSPHATE;TRI-CALCIUM PHOSPHATE (PHOSPHORUS);CALCIUM CARBONATE;MAGNESIUM CHLORIDE;POTASSIUM CARBONATE;SODIUM CHLORIDE;POTASSIUM CHLORIDE;CALCIUM CHLORIDE;ZINC SULFATE;COPPER SULFATE;MANGANESE SULFATE;SODIUM SELENITE;L-ASCORBIC ACID;INOSITOL;TOCOPHEROL ACETATE;NICOTINAMIDE;VITAMIN A;VITAMIN D;CALCIUM PANTOTHENATE;D-BIOTIN;THIAMINE HYDROCHLORIDE (VIT B1);RIBOFLAVIN(B2);PYRIDOXIN HYDROCHLORIDE (VIT B6);NATURAL CAROTENOIDS;FOLIC ACID;VITAMIN K1 ( PHYTONADIONE );CYANOCOBALAMINE 100%(VIT B12);CITRIC ACID;TAURINE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;ADENOSINE 5’-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE","日本","DHD09804063910"
"0980404542","較大嬰兒配方輔助食品","雪印強子2較大嬰兒配方食品NEW","SNOW BRAND TSUYOIKO 2 FOLLOW UP FORMULA(NEW)","雪印奶粉F2 HI GRADE NEW 較大嬰兒配方輔助食品","2009-05-26","2019-05-26","台灣雪印股份有限公司","02-27581011","台北市信義區基隆路1段333號11樓","粉劑","900.00000公克;800.00000公克","WHEY POWDER;SKIM MILK POWDER;DEXTRIN;WHOLE MILK POWDER;LACTOSE;PALMKERNEL OIL;POLYSACCHARIDES;SOYBEAN OIL;BUTTER FAT;HIGH OLEIC SAFFLOWER OIL;PALM OLEIN OIL;FISH OIL;SODIUM CASEINATE;CALCIUM CARBONATE;TRICALCIUM PHOSPHATE;POTASSIUM CARBONATE;MAGNESIUM SULPHATE;SODIUM CHLORIDE;FERROUS SULPHATE;ZINC SULPHATE;CUPRIC SULPHATE;POTASSIUM IODIDE;SODIUM ASCORBATE;DL ALPHA TOCOPHEROL 100%(VIT E);NICOTINAMIDE;CALCIUM PANTOTHENATE;VIT A PALMITATE (1G=1.7M IU);L-ASCORBIC ACID;VIT B6 PYRIDOXINE HYDROCHLORIDE;VIT D3 OIL;THIAMINE HYDROCHLORIDE (VIT B1);B-CAROTENE (B-CAROTENE 30%);FOLIC ACID;VIT K1 BASE;BIOTIN;TAURINE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE","澳大利亞","DHD09804045422"
"0980404543","較大嬰兒配方輔助食品","雪印奶粉F2 HI Grade New 較大嬰兒配方輔助食品","SNOW BRAND F2 Hi Grade New FOLLOW UP FORMULA","雪印強子2較大嬰兒配方輔助食品NEW","2009-05-26","2019-05-26","台灣雪印股份有限公司","02-27581011","台北市信義區基隆路1段333號11樓","粉劑","900.00000公克;800.00000公克","WHEY POWDER;SKIM MILK POWDER;DEXTRIN;WHOLE MILK POWDER;LACTOSE;PALMKERNEL OIL;POLYSACCHARIDES;SOYBEAN OIL;BUTTER FAT;HIGH OLEIC SAFFLOWER OIL;PALM OLEIN OIL;FISH OIL;SODIUM CASEINATE;CALCIUM CARBONATE;TRICALCIUM PHOSPHATE;POTASSIUM CARBONATE;MAGNESIUM SULPHATE;SODIUM CHLORIDE;FERROUS SULPHATE;ZINC SULPHATE;CUPRIC SULPHATE;POTASSIUM IODIDE;SODIUM ASCORBATE;DL ALPHA TOCOPHEROL 100%(VIT E);NICOTINAMIDE;CALCIUM PANTOTHENATE;VIT A PALMITATE (1G=1.7M IU);L-ASCORBIC ACID;VIT B6 PYRIDOXINE HYDROCHLORIDE;VIT D3 OIL;THIAMINE HYDROCHLORIDE (VIT B1);B-CAROTENE (B-CAROTENE 30%);FOLIC ACID;VIT K1 BASE;BIOTIN;TAURINE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE","澳大利亞","DHD09804045430"
"0980404394","嬰兒配方食品","雪印強子1嬰兒配方食品NEW","SNOW BRAND TSUYOIKO 1 INFANT FORMULA(NEW)","雪印奶粉A1 HI GRADE NEW嬰兒配方食品","2009-05-22","2019-05-22","台灣雪印股份有限公司","02-27581011","台北市信義區基隆路1段333號11樓","粉劑","800.00000公克;900.00000公克","WHEY POWDER;WHOLE MILK POWDER;LACTOSE;PALMKERNEL OIL;REFINED SOYBEAN OIL;HIGH OLEIC SUNFLOWER OIL;INSTANT SKIM MILK POWDER;PALM OLEIN OIL;BUTTER FAT;FISH OIL;DEXTRIN;SODIUM CASEINATE;CALCIUM CARBONATE;POTASSIUM CHLORIDE;MAGNESIUM SULPHATE;FERROUS SULPHATE;ZINC SULPHATE;CUPRIC SULPHATE;MANGANESE SULPHATE;POTASSIUM IODIDE;SODIUM ASCORBATE;NICOTINAMIDE;DL ALPHA TOCOPHEROL 100%(VIT E);CALCIUM PANTOTHENATE;VIT A PALMITATE (1G=1.7M IU);L-ASCORBIC ACID;PYRIDOXIN HYDROCHLORIDE (VIT B6);VIT D3 OIL;VIT B1 THIAMINE HYDROCHLORIDE;B-CAROTENE (B-CAROTENE 30%);FOLIC ACID;VITAMIN K1;BIOTIN;L-ARGININE;TAURINE;L-CYSTINE;CYTIDINE 5’-MONOPHOSPHATE;DISODIUM URIDINE-5-MONOPHOSPHATE;DISODIUM GUANOSINE-5-MONOPHOSPHATE;DISODIUM INOSINE-5-MONOPHOSPHATE","澳大利亞","DHD09804043945"
"1015026302","嬰兒配方食品","亞培心美力愛敏康添加鐵質特殊醫療用途嬰兒配方食品","SIMILAC ALIMENTUM","","2013-04-10","2018-04-10","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","400.00000公克","MALTODEXTRIN BP;CASEIN HYDROLYSATE;HIGH OLEIC SAFFLOWER OIL;SUCROSE;MEDIUM CHAIN TRIGLYCERIDES;SOY OIL;STARCH, CORN MODIFIED;CALCIUM CITRATE;POTASSIUM CITRATE;TRICALCIUM PHOSPHATE MICRONIZED;XANTHAN GUM;POTASSIUM PHOSPHATE, MONOBASIC;ARACHIDONIC ACID (AA) FROM M ALPINA;MAGNESIUM CHLORIDE;L-TYROSINE;SODIUM CHLORIDE;L-CYSTINE;ASCORBIC ACID;DOCOSAHEXANOIC ACID;CALCIUM PHOSPHATE, DIBASIC;TAURINE;MYO-INOSITOL;ZINC SULFATE;NIACINAMIDE;CALCIUM D-PANTOTHENATE;FERROUS SULFATE;COPPER SULFATE;RIBOFLAVIN;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;FOLIC ACID (10% ON LACTOSE);BIOTIN (1% ON LACTOSE);SODIUM SELENITE;VIT B12 (0.1% ON MANNITOL);L-TRYPTOPHAN;CHOLINE CHLORIDE;COCONUT OIL;DL-ALPHA-TOCOPHERYL ACETATE;VITAMIN A PALMITATE;VITAMIN K (PHYTONADIONE);VITAMIN D3;POTASSIUM CHLORIDE;FERROUS SULFATE;ASCORBYL PALMITATE;L-CARNITINE;TOCOPHEROL-2 FOOD GRADE ANTIOXIDANT;MIXED TOCOPHEROL;SOY OIL;VITAMIN A PALMITATE;VITAMIN A PALMITATE;CORN OIL;POTASSIUM IODIDE","美國","DHD0A150263023"
"1046073027","較大嬰兒配方輔助食品","舒兒優2較大嬰兒奶粉","NUTRISOOTHE 2 FOLLOW ON FORMULA","亞培經典2較大嬰兒奶粉(保護新升級)(部授食字第1046026543號)","2016-05-19","2021-05-19","美商亞培股份有限公司","02-25050828","台北市中山區民生東路3段51號6樓及49號5樓、6樓","粉劑","850.00000公克","FLUID SKIM MILK;LACTOSE;SUCROSE;HIGH OLEIC SUNFLOWER OIL;SOY OIL;COCONUT OIL;WHEY PROTEIN CONCENTRATE;GALACTOOLIGOSACCHARIDE;POTASSIUM CITRATE;CALCIUM CARBONATE;POTASSIUM HYDROXIDE;ARACHIDONIC ACID (ARA) FROM MORTIERELLA ALPINA;SODIUM CHLORIDE;LECITHIN;ASCORBIC ACID;DOCOSAHEXAENOIC ACID (DHA) (FROM C.cohnii OIL);TAURINE;FERROUS SULFATE;ZINC SULFATE;NIACINAMIDE;CALCIUM D PANTOTHENATE;COPPER SULFATE;THIAMINE HCL;PYRIDOXINE HCL;RIBOFLAVIN;MANGANESE SULFATE;FOLIC ACID;SODIUM SELENATE;D-BIOTIN;CYANOCOBALAMINE;MALTODEXTRIN (DILUENT);CHOLINE BITARTRATE;CMP;UMP 2Na;AMP;GMP 2Na;MALTODEXTRIN (DILUENT);LUTEIN;BETA CAROTENE;HIGH OLEIC SAFFLOWER OIL;DL-ALPHA TOCOPHERYL ACETATE;VITAMIN A PALMITATE;PHYLLOQUINONE;CHOLECALCIFEROL;SUNFLOWER OIL (DILUENT);ASCORBYL PALMITATE;MIXED TOCOPHEROL;DILUENT (SOY OIL);FERROUS SULFATE;BIFIDOBACTERIUM ANIMALIS SSP. LACTIS","愛爾蘭","DHD0A460730278"
